original_address,lat,lon,formatted,name,housenumber,street,county_code,district,suburb,postcode,city,county,state,state_code,confidence_street_level,country,confidence_building_level,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
"đường Quốc lộ 1K,Phường Dĩ An,TP. Hồ Chí Minh(Mới)",10.8802005,106.7702532253363,"Dominican Sisters of Saint Rosa of Lima Congregation - Mary Mother of God Convent, Quốc lộ 1K, Tân Quý, Ho Chi Minh City, 00084, Vietnam",Dominican Sisters of Saint Rosa of Lima Congregation - Mary Mother of God Convent,,Quốc lộ 1K,,,Tân Quý,00084,Ho Chi Minh City,Phường Linh Xuân,,,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Bình Giã,Xã Hồ Tràm,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Duyên Hải,Xã Cần Giờ,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tỉnh Lộ 7,Xã An Nhơn Tây,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Võ Thị Sáu,Phường Tân Khánh,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường N10,Phường Thới Hòa,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bà Thau,Xã Tân Nhựt,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tắc Xuất,Xã Cần Giờ,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thạnh Thới,Xã Cần Giờ,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Kênh Tham Lương,Phường Bình Tân,TP. Hồ Chí Minh(Mới)",10.849275,106.641197,"Đường Kênh Tham Lương, Ho Chi Minh City, HC, Vietnam",,,Đường Kênh Tham Lương,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 160,Phường Tăng Nhơn Phú,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Mỹ Xuân,Xã Châu Pha,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Xóm Dầu,Xã Tân Nhựt,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Võ Văn Kiệt,Phường Tân Thành,TP. Hồ Chí Minh(Mới)",10.748107866033479,106.65740493543102,"Đường Võ Văn Kiệt, Cholon, Ho Chi Minh City, 73000, Vietnam",Đường Võ Văn Kiệt,,Đường Võ Văn Kiệt,,,Cholon,73000,Ho Chi Minh City,,,,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Mỹ Xuân,Phường Tân Thành,TP. Hồ Chí Minh(Mới)",10.869668,106.608939,"Đường Trung Mỹ - Tân Xuân, Ho Chi Minh City, HC, Vietnam",,,Đường Trung Mỹ - Tân Xuân,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 2,Phường Tam Bình,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,71006,Ho Chi Minh City,,,,,Vietnam,,vn,0.45,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường số 1,Phường Vĩnh Tân,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Liên ấp 1 - 2 - 3,Phường Tân Hải,TP. Hồ Chí Minh(Mới)",10.775736,106.585395,"Đường Liên ấp, HC, Vietnam",,,Đường Liên ấp,,,,,,Binh Chanh,Ho Chi Minh,HC,0.3969,Vietnam,,vn,0.6666666666666667,0.3969,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Bà Lê Chân,Phường Tân Bình,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 56,Xã Hòa Hội,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trịnh Khắc Lập,Phường Cát Lái,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Võ Văn Kiệt,Xã Phước Hải,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 23,Xã Châu Pha,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Mai Chí Thọ,Phường Bình Trưng,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đặng Thùy Trâm,Phường Tân Phước,TP. Hồ Chí Minh(Mới)",10.828888,106.702902,"Đường Đặng Thùy Trâm, Ho Chi Minh City, HC, Vietnam",,,Đường Đặng Thùy Trâm,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 320,Xã Hồ Tràm,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường N3,Phường Phú Lợi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 3,Xã Hồ Tràm,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Mỹ Xuân,Phường Phú Mỹ,TP. Hồ Chí Minh(Mới)",10.869668,106.608939,"Đường Trung Mỹ - Tân Xuân, Ho Chi Minh City, HC, Vietnam",,,Đường Trung Mỹ - Tân Xuân,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 6D,Xã Tân Vĩnh Lộc,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường An Bình,Xã Phú Giáo,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 16,Xã Long Điền,TP. Hồ Chí Minh(Mới)",10.471345196,107.238015111,"Đường số 16, Long Dien, BV, Vietnam",Đường số 16,,Đường số 16,,Long Điền,,,Long Dien,Xã Long Điền,Ba Ria-Vung Tau,BV,,Vietnam,,vn,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Thái Học,Phường Tam Long,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nghiêm Toản,Phường Tân Phú,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Mỹ Phước Tân Vạn,Phường Chánh Phú Hòa,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường ĐT 749A,Phường Long Nguyên,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Ba Tháng Hai,Phường Bà Rịa,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Văn Linh,Phường Bà Rịa,TP. Hồ Chí Minh(Mới)",10.684324149999998,106.61530483123303,"Trường THCS Nguyễn Văn Linh, Đường số 5, Ho Chi Minh City, 71812, Vietnam",Trường THCS Nguyễn Văn Linh,,Đường số 5,,,,71812,Ho Chi Minh City,Xã Bình Chánh,,,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phạm Hùng,Xã Đất Đỏ,TP. Hồ Chí Minh(Mới)",10.7738288,106.66535375757647,"Center for Elaboration Competency and Innovation in Clinical Simulation - University of Medicine Pham Ngoc Thach, 1, Hẻm 90 Thành Thái, Ho Chi Minh City, 70000, Vietnam",Center for Elaboration Competency and Innovation in Clinical Simulation - University of Medicine Pham Ngoc Thach,1,Hẻm 90 Thành Thái,,,,70000,Ho Chi Minh City,Phường Hòa Hưng,,,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lý Tự Trọng,Xã Long Hải,TP. Hồ Chí Minh(Mới)",10.778569486821247,106.7015995871049,"Ly Tu Trong Street, Saigon, Ho Chi Minh City, 71006, Vietnam",Ly Tu Trong Street,,Ly Tu Trong Street,,Khu phố 3,Saigon,71006,Ho Chi Minh City,,,,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Duy Trinh,Phường Tăng Nhơn Phú,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 10B,Phường Tam Long,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Anh Xuân,Phường Tam Long,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường D10,Phường Phú Mỹ,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,71006,Ho Chi Minh City,,,,,Vietnam,,vn,0.45,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Dương Văn Dương,Phường Phú Mỹ,TP. Hồ Chí Minh(Mới)",10.7371589,106.6378465,"Công ty Cổ phần Lương thực Thành phố Hồ Chí Minh, 1610, Vo Van Kiet, Ho Chi Minh City, 71910, Vietnam",Công ty Cổ phần Lương thực Thành phố Hồ Chí Minh,1610,Vo Van Kiet,,,,71910,Ho Chi Minh City,Phường Bình Tiên,,,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phạm Văn Nghị,Phường Tam Long,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lương Thế Vinh,Phường Tam Long,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hoàng Hoa Thám,Phường Tam Long,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường N2,Phường Tam Long,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phạm Văn Đồng,Xã Long Hải,TP. Hồ Chí Minh(Mới)",10.82794545,106.72193459526324,"Giga Mall Phạm Văn Đồng, Pham Van Dong Boulevard, Khu phố 9, Ho Chi Minh City, 72309, Vietnam",Giga Mall Phạm Văn Đồng,,Pham Van Dong Boulevard,,,Khu phố 9,72309,Ho Chi Minh City,Phường Hiệp Bình,,,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Võ Văn Kiệt,Phường Tam Long,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường số 49,Xã Nghĩa Thành,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Gò Cát,Phường Tam Long,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Số 52,Phường Tam Long,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Vành Đai 2,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.787618092545749,106.83656960652684,"HCMC - Nha Trang Railway, Long Phuoc Viaduct - Ring Road 2, Ho Chi Minh City, Vietnam",HCMC - Nha Trang Railway,,Long Phuoc Viaduct - Ring Road 2,,,,,Ho Chi Minh City,Phường Long Trường,,,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Ngô Đức Kế,Phường Bà Rịa,TP. Hồ Chí Minh(Mới)",10.773851909363788,106.70574269708723,"Ngo Duc Ke Street, Saigon, Ho Chi Minh City, 71006, Vietnam",Ngo Duc Ke Street,,Ngo Duc Ke Street,,Khu phố 8,Saigon,71006,Ho Chi Minh City,,,,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Hiền,Phường Vũng Tàu,TP. Hồ Chí Minh(Mới)",10.793282699999999,106.65481689634868,"Trường THPT Nguyễn Thượng Hiền, 649, Hoang Van Thu Street, Ho Chi Minh City, 72106, Vietnam",Trường THPT Nguyễn Thượng Hiền,649,Hoang Van Thu Street,,,,72106,Ho Chi Minh City,Phường Tân Sơn Nhất,,,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Alexandre De Rhodes,Phường Phú Lâm,TP. Hồ Chí Minh(Mới)",10.7802196,106.69736055,"Alexandre de Rhodes Street, Saigon, Ho Chi Minh City, 71006, Vietnam",Alexandre de Rhodes Street,,Alexandre de Rhodes Street,,Khu phố 3,Saigon,71006,Ho Chi Minh City,,,,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Số 7,Phường Tam Long,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Lai,Xã Phước Hải,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường ĐT 741,Phường Tân Uyên,TP. Hồ Chí Minh(Mới)",10.7608529,106.7012374,"Phụ kiện trang trí sinh nhật Ellie Party, Ke Q34 Hoàng Diệu, Phường 6, Quận 4, Hồ Chí Minh, Việt Nam, Nguyen Huu Hao Street, Ho Chi Minh City, 72806, Vietnam",Phụ kiện trang trí sinh nhật Ellie Party,"Ke Q34 Hoàng Diệu, Phường 6, Quận 4, Hồ Chí Minh, Việt Nam",Nguyen Huu Hao Street,,,,72806,Ho Chi Minh City,Phường Khánh Hội,,,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 40,Phường Tam Long,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường số 11,Phường Long Hương,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,71006,Ho Chi Minh City,,,,,Vietnam,,vn,0.45,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phan Bội Châu,Phường Tam Long,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Quang Diệu,Phường Bà Rịa,TP. Hồ Chí Minh(Mới)",10.788434800000001,106.67721702523923,"Trường Tiểu học Trần Quang Diệu, Lê Văn Sỹ, Ho Chi Minh City, 70150, Vietnam",Trường Tiểu học Trần Quang Diệu,,Lê Văn Sỹ,,,,70150,Ho Chi Minh City,Phường Nhiêu Lộc,,,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường D8,Phường Thới Hòa,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,71006,Ho Chi Minh City,,,,,Vietnam,,vn,0.45,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Hới,Phường Tam Thắng,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bình Giã,Phường Tam Thắng,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Phú,Phường Vũng Tàu,TP. Hồ Chí Minh(Mới)",10.78210275,106.63574525776883,"Trung tâm Văn hoá - TDTT Quận Tân Phú, 502, Lũy Bán Bích, Ho Chi Minh City, 70000, Vietnam",Trung tâm Văn hoá - TDTT Quận Tân Phú,502,Lũy Bán Bích,,,,70000,Ho Chi Minh City,Phường Phú Thọ Hòa,,,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phường 1,Phường Rạch Dừa,TP. Hồ Chí Minh(Mới)",10.77974385,106.69901186265822,"Saigon Notre Dame Cathedral, 1, Paris Commune Square, Saigon, Ho Chi Minh City, 71006, Vietnam",Saigon Notre Dame Cathedral,1,Paris Commune Square,,Khu phố 3,Saigon,71006,Ho Chi Minh City,,,,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Tuân,Phường Tân Thành,TP. Hồ Chí Minh(Mới)",10.816004,106.682642,"Đường Nguyễn Tuân, Ho Chi Minh City, HC, Vietnam",,,Đường Nguyễn Tuân,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Văn Khương,Phường Thới An,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Long Mỹ - Láng Dài,Xã Phước Hải,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lã Xuân Oai,Phường Long Trường,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Tất Thành,Xã Phước Hải,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường An Bình,Phường Dĩ An,TP. Hồ Chí Minh(Mới)",10.754120799999999,106.67210278036669,"An Binh Hospital, 146, Hẻm 181 An Bình, Ho Chi Minh City, 72712, Vietnam",An Binh Hospital,146,Hẻm 181 An Bình,,,,72712,Ho Chi Minh City,Phường An Đông,,,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thế Lữ,Xã Tân Nhựt,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nhuận Đức,Xã Nhuận Đức,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Long Mỹ - Láng Dài,Xã Đất Đỏ,TP. Hồ Chí Minh(Mới)",18.81667,105.68333,"Lang Dai Xa, Vietnam",,,,,,,,Lang Dai Xa,,,,,Vietnam,,vn,0.315,0.63,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Kỳ Đồng,Phường Nhiêu Lộc,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường N7,Phường Thới Hòa,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,71006,Ho Chi Minh City,,,,,Vietnam,,vn,0.45,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 18 Tháng 9,Xã An Long,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
