original_address,lat,lon,formatted,housenumber,name,county_code,postcode,district,suburb,city,street,county,state,state_code,country,confidence_street_level,confidence_building_level,country_code,confidence_city_level,confidence,attribution,attribution_license,attribution_url
"Đường Nguyễn Văn Khạ,Xã Phạm Văn Cội,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hoàng Quốc Việt Nối Dài (Phường Phú Mỹ) - Đường Nội Bộ Khu Dân Cư Vạn Phát Hưng,Phường Phú Thuận,Quận 7,TP. Hồ Chí Minh",21.0531725,105.7817224,"Hoàng Quốc Việt, Ring Road 3 Expressway, Cổ Nhuế 1, Hanoi, 10065, Vietnam",,Hoàng Quốc Việt,,10065,,Cổ Nhuế 1,Hanoi,Ring Road 3 Expressway,,,,Vietnam,0.042105263157894736,,vn,0.4,0.021052631578947368,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường 48,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,Thu Duc,,Thu Duc,Ho Chi Minh,HC,Vietnam,,,vn,0.1111111111111111,0.018091036558257244,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 12, Phường Long Bình,Phường Trường Thạnh,Quận 9,TP. Hồ Chí Minh",10.7359966,106.702403,"Công An Phường Tân Phong, Đường số 12, Ho Chi Minh City, 72910, Vietnam",,Công An Phường Tân Phong,,72910,,,Ho Chi Minh City,Đường số 12,Phường Tân Hưng,,,Vietnam,0.18,,vn,0.18,0.09,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Số 24,Phường Linh Đông,Quận Thủ Đức,TP. Hồ Chí Minh",10.84333,106.75167,"Linh Dong, HC, Vietnam",,,,,,,Linh Dong,,Thu Duc,Ho Chi Minh,HC,Vietnam,,,vn,0.35720999999999997,0.08930249999999999,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Văn Khương,Phường Thới An,Quận 12,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 447, Phường Tăng Nhơn Phú A,Phường Tăng Nhơn Phú A,Quận 9,TP. Hồ Chí Minh",21.0679944,105.77856395139992,"447, Co Nhue Street, Bắc Từ Liêm, Hanoi, HI 12500, Vietnam",447,,,12500,,Bắc Từ Liêm,Hanoi,Co Nhue Street,Tu Liem,Ha Noi,HI,Vietnam,0.09,,vn,0.1111111111111111,0.081,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Đa Kao,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",,Quan 1,,,,,,,Quan 1,Ho Chi Minh,HC,Vietnam,,,vn,,0.45,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đoàn Nguyễn Tuấn,Xã Tân Quý Tây,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Binh Chanh,Ho Chi Minh,HC,Vietnam,,,vn,0.2,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 179, Phường Tân Phú,Phường Tân Phú,Quận 9,TP. Hồ Chí Minh",10.7646298,106.6722483,"Phòng Tập Spirit Yoga, 179, Đường Ngô Gia Tự, Ho Chi Minh City, 72415, Vietnam",179,Phòng Tập Spirit Yoga,,72415,,,Ho Chi Minh City,Đường Ngô Gia Tự,Phường An Đông,,,Vietnam,0.081,,vn,0.1111111111111111,0.081,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 12, Phường Long Bình,Phường Tăng Nhơn Phú B,Quận 9,TP. Hồ Chí Minh",10.7359966,106.702403,"Công An Phường Tân Phong, Đường số 12, Ho Chi Minh City, 72910, Vietnam",,Công An Phường Tân Phong,,72910,,,Ho Chi Minh City,Đường số 12,Phường Tân Hưng,,,Vietnam,0.18,,vn,0.18,0.09,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 7 Khu Dân Cư Nam Long,Phường Bình Hưng Hòa,Quận Bình Tân,TP. Hồ Chí Minh",10.8409707,106.7111548,"Khu Dân Cư Him Lam Đông Nam Riverside, 1, Đường số 12, Khu phố 22, Ho Chi Minh City, HC 72309, Vietnam",1,Khu Dân Cư Him Lam Đông Nam Riverside,,72309,,Khu phố 22,Ho Chi Minh City,Đường số 12,Phường Hiệp Bình,Ho Chi Minh,HC,Vietnam,,,vn,,0.012987012987012986,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Kiều Đàm,Phường Tân Hưng,Quận 7,TP. Hồ Chí Minh",20.91085355,106.3330180417995,"Phường Tân Hưng, Hải Phòng, Vietnam",,,,,Phường Tân Hưng,,Hải Phòng,,,Phường Tân Hưng,,Vietnam,,,vn,0.2222222222222222,0.1111111111111111,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thạnh Xuân 38,Quận 12,TP. Hồ Chí Minh",10.89511,106.679433,"38, Đường Thạnh Xuân 52, HC, Vietnam",38,,,,,,,Đường Thạnh Xuân 52,Hoc Mon,Ho Chi Minh,HC,Vietnam,0.19999999999999998,0,vn,0.2222222222222222,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thạnh Lộc 54,Phường An Phú Đông,TP. Hồ Chí Minh(Mới)",10.884364,106.684199,"54, Đường Thạnh Lộc 40, Ho Chi Minh City, HC, Vietnam",54,,,,,,Ho Chi Minh City,Đường Thạnh Lộc 40,Quan 8,Ho Chi Minh,HC,Vietnam,,0,vn,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã An Thới Đông,TP. Hồ Chí Minh",10.59035845,106.78929046406579,"UBND xã An Thới Đông, Liên ấp 2-3, HC, Vietnam",,UBND xã An Thới Đông,CG,,,,,Liên ấp 2-3,Xã Hiệp Phước,Ho Chi Minh,HC,Vietnam,,,vn,0.2222222222222222,0.2222222222222222,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Hà Thị Kiểm,Xã Phú Mỹ Hưng,Huyện Củ Chi,TP. Hồ Chí Minh",10.996532,106.573063,"Đường Dương Thị Phua, HC, Vietnam",,,,,,,,Đường Dương Thị Phua,Cu Chi,Ho Chi Minh,HC,Vietnam,,,vn,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường 866,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,Thu Duc,,Thu Duc,Ho Chi Minh,HC,Vietnam,,,vn,0.1111111111111111,0.017472585546307307,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Vành Đai 3,Xã Lê Minh Xuân,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Binh Chanh,Ho Chi Minh,HC,Vietnam,,,vn,0.2,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Đình Chiểu,Phường Võ Thị Sáu,Quận 3,TP. Hồ Chí Minh",10.784274,106.678627,"Quan 3, Vietnam",,Quan 3,,,,,,,Quan 3,Ho Chi Minh,HC,Vietnam,,,vn,,0.0609513571620532,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường An Nhơn Tây,Xã An Nhơn Tây,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đông Hưng Thuận 11,Phường Đông Hưng Thuận,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,Quan 12,,,,,,,Quan 12,Ho Chi Minh,HC,Vietnam,,,vn,,0.07026384083044983,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 37,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,Thu Duc,,Thu Duc,Ho Chi Minh,HC,Vietnam,,,vn,0.1111111111111111,0.018091036558257244,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Mai Bá Hương,Xã Lê Minh Xuân,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Binh Chanh,Ho Chi Minh,HC,Vietnam,,,vn,0.2,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Văn Giàu,Xã Lê Minh Xuân,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Binh Chanh,Ho Chi Minh,HC,Vietnam,,,vn,0.2,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 79, Phường Phước Long B,Phường Long Trường,Quận 9,TP. Hồ Chí Minh",10.804498,106.794057,"Liên Phường, Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Liên Phường,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Rạch Cầu Suối,Xã Vĩnh Lộc B,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Binh Chanh,Ho Chi Minh,HC,Vietnam,,,vn,0.2,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tỉnh Lộ 15,Xã Bình Mỹ,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Kênh A,Xã Lê Minh Xuân,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Binh Chanh,Ho Chi Minh,HC,Vietnam,,,vn,0.2,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Văn Khạ,Xã Tân An Hội,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Kinh Trung Ương,Xã Vĩnh Lộc B,Huyện Bình Chánh,TP. Hồ Chí Minh",10.066737,105.820789,"cấu Huyện đội, VL, Vietnam",,,,,,,,cấu Huyện đội,Binh Minh,Vinh Long,VL,Vietnam,,,vn,0.2,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Văn Bứa,Xã Xuân Thới Thượng,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Văn Bứa,Xã Xuân Thới Sơn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 1, Phường Long Phước,Phường Long Phước,Quận 9,TP. Hồ Chí Minh",10.716383,106.643079,"Đường số 1, HC, Vietnam",,,,,,,,Đường số 1,Binh Chanh,Ho Chi Minh,HC,Vietnam,0.2,,vn,0.2,0.2,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Thị My,Xã Trung An,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bà Huyện Thanh Quan,Phường Võ Thị Sáu,Quận 3,TP. Hồ Chí Minh",10.784274,106.678627,"Quan 3, Vietnam",,Quan 3,,,,,,,Quan 3,Ho Chi Minh,HC,Vietnam,,,vn,,0.11995464852607711,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Võ Thị Bàng,Xã Phú Mỹ Hưng,Huyện Củ Chi,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Đoàn Nguyễn Tuấn,Xã Hưng Long,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Binh Chanh,Ho Chi Minh,HC,Vietnam,,,vn,0.2,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 183,Xã Tân Thông Hội,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Xuân Thới Sơn 38,Xã Xuân Thới Sơn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.871292,106.582293,"38, Đường Xuân Thới Sơn 20, HC, Vietnam",38,,,,,,,Đường Xuân Thới Sơn 20,Hoc Mon,Ho Chi Minh,HC,Vietnam,0.19999999999999998,0,vn,0.2222222222222222,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Văn Tạo,Xã Hiệp Phước,Huyện Nhà Bè,TP. Hồ Chí Minh",10.7376129,106.9451341,"Hiệp Phước, Vietnam",,,,76206,,,Hiệp Phước,,Xã Nhơn Trạch,,,Vietnam,,,vn,,0.25,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Thị Rành,Xã Phú Mỹ Hưng,Huyện Củ Chi,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường số 26,Phường Linh Đông,Quận Thủ Đức,TP. Hồ Chí Minh",10.84333,106.75167,"Linh Dong, HC, Vietnam",,,,,,,Linh Dong,,Thu Duc,Ho Chi Minh,HC,Vietnam,,,vn,0.35720999999999997,0.08930249999999999,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Văn Hoài,Xã Tân An Hội,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phan Đăng Lưu,Phường 27,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",,Binh Thanh,,,,,,,Binh Thanh,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 355,Thị trấn Củ Chi,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 494, Phường Tăng Nhơn Phú A,Phường Tăng Nhơn Phú A,Quận 9,TP. Hồ Chí Minh",20.9803089,105.8834195,"494, Linh Nam Road, Hoang Mai Ward, Hanoi, HI 11622, Vietnam",494,,,11622,,Hoang Mai Ward,Hanoi,Linh Nam Road,Vinh Hung Ward,Ha Noi,HI,Vietnam,0.18,,vn,0.2222222222222222,0.162,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Phạm Văn Đồng,Phường Linh Tây,Quận Thủ Đức,TP. Hồ Chí Minh",10.826213,106.714725,"Đường Phạm Văn Đồng, Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Đường Phạm Văn Đồng,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Bờ Huệ,Xã An Phú Tây,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Binh Chanh,Ho Chi Minh,HC,Vietnam,,,vn,0.2,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thạnh Lộc 50,Phường An Phú Đông,TP. Hồ Chí Minh(Mới)",10.8636337,106.6851339,"Sửa xe Hoàng Tuấn, 50, Thạnh Lộc 15, Ho Chi Minh City, HC 70000, Vietnam",50,Sửa xe Hoàng Tuấn,,70000,,,Ho Chi Minh City,Thạnh Lộc 15,Phường An Phú Đông,Ho Chi Minh,HC,Vietnam,,0,vn,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Số 22,Phường Linh Đông,Quận Thủ Đức,TP. Hồ Chí Minh",11.281537,106.139443,"Đường số 22 Nguyễn Văn Linh, TN, Vietnam",,,,,,,,Đường số 22 Nguyễn Văn Linh,Hoa Thanh,Tay Ninh,TN,Vietnam,,,vn,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thạnh Lộc 51,Phường An Phú Đông,TP. Hồ Chí Minh(Mới)",10.895221,106.690502,"51, Đường Thạnh Lộc 51, HC, Vietnam",51,,,,,,,Đường Thạnh Lộc 51,Hoc Mon,Ho Chi Minh,HC,Vietnam,,0,vn,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Số 45,Phường Trường Thọ,Quận Thủ Đức,TP. Hồ Chí Minh",10.77974385,106.69901186265822,"Saigon Notre Dame Cathedral, 1, Paris Commune Square, Saigon, Ho Chi Minh City, 71006, Vietnam",1,Saigon Notre Dame Cathedral,,71006,Khu phố 3,Saigon,Ho Chi Minh City,Paris Commune Square,,,,Vietnam,,,vn,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phan Thị Hối,Thị trấn Củ Chi,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bờ Xe Lam,Xã Tân Kiên,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Binh Chanh,Ho Chi Minh,HC,Vietnam,,,vn,0.2,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường 15,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,,Go Vap,,Binh Thanh,Ho Chi Minh,HC,Vietnam,,,vn,0.2,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tỉnh Lộ 2,Xã Tân Phú Trung,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 13,Phường Linh Tây,Quận Thủ Đức,TP. Hồ Chí Minh",10.84333,106.75167,"Linh Dong, HC, Vietnam",,,,,,,Linh Dong,,Thu Duc,Ho Chi Minh,HC,Vietnam,,,vn,0.35720999999999997,0.08930249999999999,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tây Hòa,Phường Phước Long A,Quận 9,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường An Phú Đông 1,Phường An Phú Đông,Quận 12,TP. Hồ Chí Minh",10.887446,106.593404,"1, Đường KP 1-1, HC, Vietnam",1,,,,,,,Đường KP 1-1,Hoc Mon,Ho Chi Minh,HC,Vietnam,,0,vn,0.2222222222222222,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Lâm,Phường Phú Thạnh,Quận Tân Phú,TP. Hồ Chí Minh",10.781358,106.622158,"Tan Phu, Vietnam",,Tan Phu,,,,,,,Tan Phu,Ho Chi Minh,HC,Vietnam,,,vn,,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Thới Nhất 17,Phường Tân Thới Nhất,Quận 12,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Hồ Văn Tư,Phường Trường Thọ,Quận Thủ Đức,TP. Hồ Chí Minh",10.77974385,106.69901186265822,"Saigon Notre Dame Cathedral, 1, Paris Commune Square, Saigon, Ho Chi Minh City, 71006, Vietnam",1,Saigon Notre Dame Cathedral,,71006,Khu phố 3,Saigon,Ho Chi Minh City,Paris Commune Square,,,,Vietnam,,,vn,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Cầu Xây 1,Phường Tân Phú,Quận 9,TP. Hồ Chí Minh",10.8397,106.77093,"Quan Chin, HC, Vietnam",,,,,,,Quan Chin,,Quan 9,Ho Chi Minh,HC,Vietnam,,,vn,0.2222222222222222,0.05555555555555555,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 5,Xã Tân Thông Hội,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 2, Phường Long Thạnh Mỹ,Phường Tăng Nhơn Phú A,Quận 9,TP. Hồ Chí Minh",10.84557,106.615101,"Quán Tre, Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quán Tre,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 9, Phường Tăng Nhơn Phú B,Phường Long Trường,Quận 9,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Man Thiện,Phường Hiệp Phú,Quận 9,TP. Hồ Chí Minh",10.8487162189041,106.7873273598477,"Man Thiện, Khu phố 5, Ho Chi Minh City, 71300, Vietnam",,Man Thiện,,71300,,Khu phố 5,Ho Chi Minh City,Man Thiện,Phường Tăng Nhơn Phú,,,Vietnam,,,vn,,0.13891499999999998,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lưu Khai Hồng,Thị trấn Củ Chi,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lý Nhơn,Xã Lý Nhơn,Huyện Cần Giờ,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Võ Văn Bích,Xã Bình Mỹ,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Điện Biên Phủ,Phường Đa Kao,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",,Quan 1,,,,,,,Quan 1,Ho Chi Minh,HC,Vietnam,,,vn,,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Liên Ấp 2-3,Xã Long Thới,Huyện Nhà Bè,TP. Hồ Chí Minh",10.710355590908383,106.68765014959371,"Liên ấp 1, 72900, Vietnam",,Liên ấp 1,,72900,,,,Liên ấp 1,Xã Nhà Bè,,,Vietnam,0.09999999999999999,,vn,0.1111111111111111,0.049999999999999996,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 8, Phường Tăng Nhơn Phú A - Phường Tăng Nhơn Phú B,Phường Tăng Nhơn Phú B,Quận 9,TP. Hồ Chí Minh",13.885988,109.118182,"Đướng Mai Dương, BD, Vietnam",,,,,,,,Đướng Mai Dương,An Nhon,Binh Dinh,BD,Vietnam,0.13999999999999999,,vn,0.2222222222222222,0.06999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Làng Tăng Phú,Phường Tăng Nhơn Phú A,Quận 9,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 866,Phường Linh Chiểu,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,Thu Duc,,Thu Duc,Ho Chi Minh,HC,Vietnam,,,vn,0.1111111111111111,0.020924805189668133,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 14,Phường Linh Đông,Quận Thủ Đức,TP. Hồ Chí Minh",10.7918976,106.73418768970762,"Trường Mầm non An Khánh, 14, Đường D7, Ho Chi Minh City, 71108, Vietnam",14,Trường Mầm non An Khánh,,71108,,,Ho Chi Minh City,Đường D7,Phường An Khánh,,,Vietnam,0.24300000000000002,,vn,0.27,0.12150000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã An Phú,Huyện Củ Chi,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
