original_address,lat,lon,formatted,name,housenumber,street,district,postcode,suburb,city,county_code,county,state,confidence_building_level,state_code,country,country_code,confidence,confidence_street_level,confidence_city_level,attribution,attribution_license,attribution_url
"đường Linh Đông,Phường Linh Đông,Quận Thủ Đức,TP. Hồ Chí Minh",10.857589350000001,106.74471592868673,"Hội dòng nữ Đa Minh Rosa Lima - Tu viện Thánh Martino, Road No.8, Khu phố 1, Ho Chi Minh City, 75350, Vietnam",Hội dòng nữ Đa Minh Rosa Lima - Tu viện Thánh Martino,,Road No.8,,75350,Khu phố 1,Ho Chi Minh City,,Phường Hiệp Bình,,,,Vietnam,vn,0,,0.3333333333333333,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tô Ký,Xã Đông Thạnh,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lô 2,Xã Bình Lợi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Phước Hòa,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Vĩnh Lộc,TP. Hồ Chí Minh(Mới)",20.09335,105.61121,"Xã Vĩnh Long, TH, Vietnam",,,,,,,Xã Vĩnh Long,,Vinh Loc,Thanh Hoa,,TH,Vietnam,vn,0,,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Quốc Lộ 1A,Phường Trung Mỹ Tây,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đường Phạm Văn Đồng,Phường Linh Xuân,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Phú Hòa Đông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tỉnh Lộ 2,Xã Nhuận Đức,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Dương Công Khi,Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Thái Mỹ,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phan Văn Trị,Phường Bình Lợi Trung,TP. Hồ Chí Minh(Mới)",10.7829067,106.75845158162792,"hớt tóc Trúc Phương, 304, Đường Nguyễn Thị Định, Khu phố 20, Ho Chi Minh City, 08408, Vietnam",hớt tóc Trúc Phương,304,Đường Nguyễn Thị Định,,08408,Khu phố 20,Ho Chi Minh City,,Phường Cát Lái,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Cách Mạng Tháng Tám,Phường Phú Lợi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Xuân Thới Thượng 14,Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",10.855774,106.562474,"14, Đường Xuân Thới Thượng 2, HC, Vietnam",,14,Đường Xuân Thới Thượng 2,,,,,,Hoc Mon,Ho Chi Minh,0,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Hoàng Ngân,Phường Phú Định,TP. Hồ Chí Minh(Mới)",10.727181,106.627984,"Hẻm 80 Đường Hoàng Ngân, Ho Chi Minh City, HC, Vietnam",,,Hẻm 80 Đường Hoàng Ngân,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Hiệp 23,Phường Tân Hiệp,TP. Hồ Chí Minh(Mới)",10.905581,106.595474,"23, Đường Tân Hiệp 31, HC, Vietnam",,23,Đường Tân Hiệp 31,,,,,,Hoc Mon,Ho Chi Minh,0,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Hưng,Phường Chợ Lớn,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Đình Thám,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.797153,106.622958,"Đường Lê Đình Thám, Ho Chi Minh City, HC, Vietnam",,,Đường Lê Đình Thám,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Nhuận Đức,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Củ Chi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Huỳnh Khương Ninh,Phường Tân Phước,TP. Hồ Chí Minh(Mới)",10.789587,106.695657,"Hẻm 56 Đường Huỳnh Khương Ninh, Ho Chi Minh City, HC, Vietnam",,,Hẻm 56 Đường Huỳnh Khương Ninh,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Bùi Quang Là,Phường An Hội Tây,TP. Hồ Chí Minh(Mới)",10.04007,105.78531,"Phường An Hội, NK, Vietnam",,,,,,,Phường An Hội,NK,Ninh Kieu,Can Tho,,CN,Vietnam,vn,0,,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Trường Sơn,Phường Hòa Hưng,TP. Hồ Chí Minh(Mới)",10.7814044,106.66270858526528,"BÒ TƠ QUÁN MỘC Số O1 Trường Sơn, O/1, Trường Sơn, Ho Chi Minh City, 72117, Vietnam",BÒ TƠ QUÁN MỘC Số O1 Trường Sơn,O/1,Trường Sơn,,72117,,Ho Chi Minh City,,Phường Hòa Hưng,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đinh Bộ Lĩnh,Phường Bình Thạnh,TP. Hồ Chí Minh(Mới)",10.801605317326961,106.70867559186964,"Hẻm 1 Đinh Bộ Lĩnh, Gia Dinh, Ho Chi Minh City, 72308, Vietnam",Hẻm 1 Đinh Bộ Lĩnh,,Hẻm 1 Đinh Bộ Lĩnh,,72308,Gia Dinh,Ho Chi Minh City,,,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Đông Hòa,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường N8,Phường Dĩ An,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,71006,,Ho Chi Minh City,,,,,,Vietnam,vn,0.45,,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Văn Linh,Phường Tân Thuận,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Tân Phước,TP. Hồ Chí Minh(Mới)",10.75488175,106.68943610437688,"People's Committee of Ward 1, Ben Van Don Street, Ho Chi Minh City, HC 72760, Vietnam",People's Committee of Ward 1,,Ben Van Don Street,,72760,,Ho Chi Minh City,,Phường Vĩnh Hội,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã An Nhơn Tây,TP. Hồ Chí Minh(Mới)",11.58882,107.45406,"Xã An Nhơn, LD, Vietnam",,,,,,,Xã An Nhơn,,Da Teh,Lam Dong,,LD,Vietnam,vn,0,,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường 2/9,Phường Bến Cát,TP. Hồ Chí Minh(Mới)",10.9877112,106.68058451378135,"Phường Phú Lợi, Vietnam",,,,,75111,,,,Phường Phú Lợi,,,,Vietnam,vn,0.05555555555555555,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đt.746 - Đường Loại 3,Phường Tân Uyên,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Bình Mỹ,TP. Hồ Chí Minh(Mới)",10.94367,106.63677,"Xã Bình Mỹ, HC, Vietnam",,,,,,,Xã Bình Mỹ,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Bình Thành,Phường Bình Tân,TP. Hồ Chí Minh(Mới)",10.796940750000001,106.70903556213966,"Nhà dưỡng lão Bình Thạnh, Hẻm 18 Đường Nguyễn Cửu Vân, Gia Dinh, Ho Chi Minh City, 72308, Vietnam",Nhà dưỡng lão Bình Thạnh,,Hẻm 18 Đường Nguyễn Cửu Vân,,72308,Gia Dinh,Ho Chi Minh City,,,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Xô Viết Nghệ Tĩnh,Phường Bình Thạnh,TP. Hồ Chí Minh(Mới)",10.796968926752253,106.71054532450998,"Xô Viết Nghệ Tĩnh, Gia Dinh, Ho Chi Minh City, 72308, Vietnam",Xô Viết Nghệ Tĩnh,,Xô Viết Nghệ Tĩnh,,72308,Gia Dinh,Ho Chi Minh City,,,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trịnh Thị Miếng,Xã Đông Thạnh,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Lai,Phường Vũng Tàu,TP. Hồ Chí Minh(Mới)",10.771384,106.697225,"Đường Lê Lai, Ho Chi Minh City, HC, Vietnam",,,Đường Lê Lai,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Cây Trâm,Phường Thông Tây Hội,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Tân An Hội,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Liên Khu 1-6,Phường Bình Trị Đông,TP. Hồ Chí Minh(Mới)",10.77772425,106.69726460302172,"Labour Union of District 1, Han Thuyen Street, Saigon, Ho Chi Minh City, 71006, Vietnam",Labour Union of District 1,,Han Thuyen Street,Khu phố 3,71006,Saigon,Ho Chi Minh City,,,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Hiệp Phước,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hương lộ 2,Phường Bình Tân,TP. Hồ Chí Minh(Mới)",10.7664071,106.6000565,"Sân Cầu Lông The B Hương Lộ 2, 859, Hương Lộ 2, Ho Chi Minh City, 73118, Vietnam",Sân Cầu Lông The B Hương Lộ 2,859,Hương Lộ 2,,73118,,Ho Chi Minh City,,Phường Bình Trị Đông,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Bình Chánh,TP. Hồ Chí Minh(Mới)",10.783230634544303,107.02032915144139,"Ho Chi Minh City - Long Thanh - Dau Giay Expressway, Ấp 10, Vietnam",Ho Chi Minh City - Long Thanh - Dau Giay Expressway,,Ho Chi Minh City - Long Thanh - Dau Giay Expressway,,,,Ấp 10,,Xã Long Thành,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Xuyên Mộc,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Võ Văn Kiệt,Phường Phú Định,TP. Hồ Chí Minh(Mới)",10.748107866033479,106.65740493543102,"Đường Võ Văn Kiệt, Cholon, Ho Chi Minh City, 73000, Vietnam",Đường Võ Văn Kiệt,,Đường Võ Văn Kiệt,,73000,Cholon,Ho Chi Minh City,,,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 464,Xã Bình Mỹ,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường ĐT 743,Phường An Phú,TP. Hồ Chí Minh(Mới)",10.85703,106.93935821841006,"Trường Đại học Tài nguyên và Môi trường Thành phố Hồ Chí Minh (cơ sở 2), Đường Phùng Hưng, Long Đức 3, Vietnam",Trường Đại học Tài nguyên và Môi trường Thành phố Hồ Chí Minh (cơ sở 2),,Đường Phùng Hưng,,,Long Đức 3,,,Phường Tam Phước,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nơ Trang Long,Phường Bình Thạnh,TP. Hồ Chí Minh(Mới)",10.8028338,106.694851,"Nơ Trang Long, Gia Dinh, Ho Chi Minh City, 72317, Vietnam",Nơ Trang Long,,Nơ Trang Long,,72317,Gia Dinh,Ho Chi Minh City,,,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tỉnh Lộ 10,Phường An Lạc,TP. Hồ Chí Minh(Mới)",10.668427722067014,106.52708554647411,"Đường cao tốc TP Hồ Chí Minh – Trung Lương, Tây Ninh Province 85000, Vietnam",Đường cao tốc TP Hồ Chí Minh – Trung Lương,,Đường cao tốc TP Hồ Chí Minh – Trung Lương,,85000,,,,Xã Lương Hòa,Tây Ninh Province,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Văn Cao,Phường Phú Thạnh,TP. Hồ Chí Minh(Mới)",10.7608529,106.7012374,"Phụ kiện trang trí sinh nhật Ellie Party, Ke Q34 Hoàng Diệu, Phường 6, Quận 4, Hồ Chí Minh, Việt Nam, Nguyen Huu Hao Street, Ho Chi Minh City, 72806, Vietnam",Phụ kiện trang trí sinh nhật Ellie Party,"Ke Q34 Hoàng Diệu, Phường 6, Quận 4, Hồ Chí Minh, Việt Nam",Nguyen Huu Hao Street,,72806,,Ho Chi Minh City,,Phường Khánh Hội,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Liên khu 4 - 5,Phường Bình Tân,TP. Hồ Chí Minh(Mới)",10.77772425,106.69726460302172,"Labour Union of District 1, Han Thuyen Street, Saigon, Ho Chi Minh City, 71006, Vietnam",Labour Union of District 1,,Han Thuyen Street,Khu phố 3,71006,Saigon,Ho Chi Minh City,,,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Số 18,Phường Bình Hòa,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,71006,,Ho Chi Minh City,,,,,,Vietnam,vn,0.45,,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 18,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,71006,,Ho Chi Minh City,,,,,,Vietnam,vn,0,,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường An Hội Đông,TP. Hồ Chí Minh(Mới)",10.04007,105.78531,"Phường An Hội, NK, Vietnam",,,,,,,Phường An Hội,NK,Ninh Kieu,Can Tho,,CN,Vietnam,vn,0,,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Phường Tân Sơn Nhất,TP. Hồ Chí Minh(Mới)",10.79397,106.62169,"Phường Tân Quý, HC, Vietnam",,,,,,,Phường Tân Quý,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Phường Phước Thắng,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Số 31,Phường Tăng Nhơn Phú,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Huy Liệu,Phường Phú Nhuận,TP. Hồ Chí Minh(Mới)",10.796872,106.678017,"Hẻm 120 Đường Trần Huy Liệu, Ho Chi Minh City, HC, Vietnam",,,Hẻm 120 Đường Trần Huy Liệu,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 1B,Phường Bình Tân,TP. Hồ Chí Minh(Mới)",10.68349,106.617054,"Đường Số 1B, HC, Vietnam",,,Đường Số 1B,,,,,,Binh Chanh,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Bình Lợi,TP. Hồ Chí Minh(Mới)",10.7466541,106.4730887,"Lê Minh Xuân - Xã Bình Lợi, Vườn Thơm, Xã Bình Lợi, HC, Vietnam",Lê Minh Xuân - Xã Bình Lợi,,Vườn Thơm,,,,Xã Bình Lợi,,Xã Bình Lợi,Ho Chi Minh,,HC,Vietnam,vn,0.1458,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Hạnh Thông,TP. Hồ Chí Minh(Mới)",,,,,,,,,,,,,,,,,,,,,,,
"Đường N8,Phường Phú Lợi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Vũng Tàu,TP. Hồ Chí Minh(Mới)",10.4252072,107.16710962706195,"Phường Phước Thắng, Vietnam",,,,,78000,,,,Phường Phước Thắng,,,,Vietnam,vn,0.1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tỉnh lộ 9,Xã Bình Mỹ,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tên Lửa,Phường An Lạc,TP. Hồ Chí Minh(Mới)",10.801870099999999,106.65154932463628,"Mì trộn và Cơm văn phòng Tên Lửa, 160, Cong Hoa St, Ho Chi Minh City, 72106, Vietnam",Mì trộn và Cơm văn phòng Tên Lửa,160,Cong Hoa St,,72106,,Ho Chi Minh City,,Phường Bảy Hiền,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Xô Viết Nghệ Tĩnh,Phường Thạnh Mỹ Tây,TP. Hồ Chí Minh(Mới)",10.796968926752253,106.71054532450998,"Xô Viết Nghệ Tĩnh, Gia Dinh, Ho Chi Minh City, 72308, Vietnam",Xô Viết Nghệ Tĩnh,,Xô Viết Nghệ Tĩnh,,72308,Gia Dinh,Ho Chi Minh City,,,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Đông Thạnh,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phạm Hùng,Phường Bình Đông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Quang Định,Phường Bình Lợi Trung,TP. Hồ Chí Minh(Mới)",10.7829067,106.75845158162792,"hớt tóc Trúc Phương, 304, Đường Nguyễn Thị Định, Khu phố 20, Ho Chi Minh City, 08408, Vietnam",hớt tóc Trúc Phương,304,Đường Nguyễn Thị Định,,08408,Khu phố 20,Ho Chi Minh City,,Phường Cát Lái,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Đức Thọ,Phường Tân Thành,TP. Hồ Chí Minh(Mới)",10.84941195,106.66973703978539,"Trường Mầm non Pathway Tuệ Đức - Cơ sở Lê Đức Thọ, Quận Gò Vấp, 35, Đường số 6, Ho Chi Minh City, 72100, Vietnam","Trường Mầm non Pathway Tuệ Đức - Cơ sở Lê Đức Thọ, Quận Gò Vấp",35,Đường số 6,,72100,,Ho Chi Minh City,,Phường An Hội Đông,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 8,Phường Long Bình,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,71006,,Ho Chi Minh City,,,,,,Vietnam,vn,0.45,,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lý Chính Thắng,Phường Xuân Hòa,TP. Hồ Chí Minh(Mới)",10.790895176604183,106.68566494340071,"Hẻm 60 Lý Chính Thắng, Ho Chi Minh City, 72200, Vietnam",Hẻm 60 Lý Chính Thắng,,Hẻm 60 Lý Chính Thắng,,72200,,Ho Chi Minh City,,Phường Xuân Hòa,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Long Hải,TP. Hồ Chí Minh(Mới)",10.783230634544303,107.02032915144139,"Ho Chi Minh City - Long Thanh - Dau Giay Expressway, Ấp 10, Vietnam",Ho Chi Minh City - Long Thanh - Dau Giay Expressway,,Ho Chi Minh City - Long Thanh - Dau Giay Expressway,,,,Ấp 10,,Xã Long Thành,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 23,Phường Tăng Nhơn Phú,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Bình Khánh,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Cần Giờ,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Võ Thị Thừa,Phường An Phú Đông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Tân Tạo,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Thạnh Mỹ Tây,TP. Hồ Chí Minh(Mới)",10.76242,106.7638,"Phường Thạnh Mỹ Lợi, HC, Vietnam",,,,,,,Phường Thạnh Mỹ Lợi,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Xã Hòa Hội,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
