original_address,lat,lon,formatted,name,postcode,county_code,housenumber,suburb,district,street,confidence_city_level,city,county,state,confidence_street_level,state_code,country,country_code,confidence,confidence_building_level,attribution,attribution_license,attribution_url
"Đường Phước Thiện,Phường Long Bình,Quận 9,TP. Hồ Chí Minh",10.843703685182495,106.84814070852401,"Đường Phước Thiện, Ho Chi Minh City, 71216, Vietnam",Đường Phước Thiện,71216,,,,,Đường Phước Thiện,0.18,Ho Chi Minh City,Phường Long Bình,,0.18,,Vietnam,vn,0.09,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Duy Trinh,Phường Long Trường,Quận 9,TP. Hồ Chí Minh",10.8397,106.77093,"Quan Chin, HC, Vietnam",,,,,,,,0.2222222222222222,Quan Chin,Quan 9,Ho Chi Minh,,HC,Vietnam,vn,0.1111111111111111,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Trung Mỹ Tây,TP. Hồ Chí Minh",10.84776875,106.61677893239778,"UBND phường Trung Mỹ Tây, Đường Đồng Tiến, Ho Chi Minh City, 71507, Vietnam",UBND phường Trung Mỹ Tây,71507,,,,,Đường Đồng Tiến,,Ho Chi Minh City,Phường Trung Mỹ Tây,,,,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tên Lửa,Phường Tân Tạo,Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",Binh Tan,,,,,,,,,Binh Tan,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Kiệm,Phường Hạnh Thông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường 01,Quận 11,TP. Hồ Chí Minh",10.762131,106.641724,"Quan 11, Vietnam",Quan 11,,,,,,,,,Quan 11,Ho Chi Minh,,HC,Vietnam,vn,0.45,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Xuân Thới Thượng 27,Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",10.855774,106.562474,"27, Đường Xuân Thới Thượng 2, HC, Vietnam",,,,27,,,Đường Xuân Thới Thượng 2,,,Hoc Mon,Ho Chi Minh,,HC,Vietnam,vn,0,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường An Nhơn,Phường Gò Vấp,TP. Hồ Chí Minh(Mới)",10.857463987756216,106.79941965916925,"Đường vành đai phía đông, Saigon Hi-Tech Park, Ho Chi Minh City, 71300, Vietnam",Đường vành đai phía đông,71300,,,Saigon Hi-Tech Park,,Đường vành đai phía đông,,Ho Chi Minh City,Phường Tăng Nhơn Phú,,,,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Võ Duy Ninh,Phường Thạnh Mỹ Tây,TP. Hồ Chí Minh(Mới)",10.7919,106.716366,"Đường Võ Duy Ninh, Ho Chi Minh City, HC, Vietnam",,,,,,,Đường Võ Duy Ninh,,Ho Chi Minh City,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Xóm Đất,Phường 08,Quận 11,TP. Hồ Chí Minh",10.762131,106.641724,"Quan 11, Vietnam",Quan 11,,,,,,,,,Quan 11,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tôn Đản,Quận 4,TP. Hồ Chí Minh",10.759676,106.703296,"Quan 4, Vietnam",Quan 4,,,,,,,,,Quan 4,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Ấp Đông 3,Huyện Hóc Môn,TP. Hồ Chí Minh",10.876219,106.619266,"3, Đường Ấp Đông 3, HC, Vietnam",,,,3,,,Đường Ấp Đông 3,1,,Hoc Mon,Ho Chi Minh,1,HC,Vietnam,vn,0.813953488372093,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 22,Quận 7,TP. Hồ Chí Minh",10.7152113,106.7279437,"22, Đường Nội Khu Mỹ Phú 3C, Ho Chi Minh City, 72915, Vietnam",,72915,,22,,,Đường Nội Khu Mỹ Phú 3C,0.1111111111111111,Ho Chi Minh City,Phường Tân Mỹ,,0.06561,,Vietnam,vn,0.06561,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Cao Lỗ,Quận 4,TP. Hồ Chí Minh",10.759676,106.703296,"Quan 4, Vietnam",Quan 4,,,,,,,,,Quan 4,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Cô Giang,Phường 02,Quận Phú Nhuận,TP. Hồ Chí Minh",10.79475,106.6763,"Quan Phu Nhuan, HC, Vietnam",,,,,,,,0.2222222222222222,Quan Phu Nhuan,Phu Nhuan,Ho Chi Minh,,HC,Vietnam,vn,0.1111111111111111,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Củ Chi,TP. Hồ Chí Minh",10.7608529,106.7012374,"Phụ kiện trang trí sinh nhật Ellie Party, Ke Q34 Hoàng Diệu, Phường 6, Quận 4, Hồ Chí Minh, Việt Nam, Nguyen Huu Hao Street, Ho Chi Minh City, 72806, Vietnam",Phụ kiện trang trí sinh nhật Ellie Party,72806,,"Ke Q34 Hoàng Diệu, Phường 6, Quận 4, Hồ Chí Minh, Việt Nam",,,Nguyen Huu Hao Street,,Ho Chi Minh City,Phường Khánh Hội,,,,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 22, Phường Phước Long B,Phường Phước Long B,Quận 9,TP. Hồ Chí Minh",10.88228745,106.76693634547452,"Chùa Linh Phước, Đường số 11, Khu phố 27, Ho Chi Minh City, 75350, Vietnam",Chùa Linh Phước,75350,,,Khu phố 27,,Đường số 11,,Ho Chi Minh City,Phường Linh Xuân,,,,Vietnam,vn,0.03473527900499999,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Bình Phú,Phường 10,Quận 6,TP. Hồ Chí Minh",10.743329,106.623766,"Quan 6, Vietnam",Quan 6,,,,,,,,,Quan 6,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Linh Đông,Quận Thủ Đức,TP. Hồ Chí Minh",10.857589350000001,106.74471592868673,"Hội dòng nữ Đa Minh Rosa Lima - Tu viện Thánh Martino, Road No.8, Khu phố 1, Ho Chi Minh City, 75350, Vietnam",Hội dòng nữ Đa Minh Rosa Lima - Tu viện Thánh Martino,75350,,,Khu phố 1,,Road No.8,0.3333333333333333,Ho Chi Minh City,Phường Hiệp Bình,,,,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tăng Bạt Hổ,Phường 12,Quận 5,TP. Hồ Chí Minh",10.75567,106.66745,"Quan Nam, HC, Vietnam",,,,,,,,,Quan Nam,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Đức Thọ,Phường 6,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,,,0.2,Go Vap,Binh Thanh,Ho Chi Minh,,HC,Vietnam,vn,0.1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đinh Tiên Hoàng (Nay Là Đường Lê Văn Duyệt),Phường 13,Quận Bình Thạnh,TP. Hồ Chí Minh",12.823164,108.082384,"Đường Đinh Tiên Hoàng, DC, Vietnam",,,,,,,Đường Đinh Tiên Hoàng,,,Cu M'Gar,Dak Lak,,DC,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Văn Quá,Phường Đông Hưng Thuận,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",Quan 12,,,,,,,,,Quan 12,Ho Chi Minh,,HC,Vietnam,vn,0.07932128906250001,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trường Sơn,Phường 15,Quận 10,TP. Hồ Chí Minh",10.7814044,106.66270858526528,"BÒ TƠ QUÁN MỘC Số O1 Trường Sơn, O/1, Trường Sơn, Ho Chi Minh City, 72117, Vietnam",BÒ TƠ QUÁN MỘC Số O1 Trường Sơn,72117,,O/1,,,Trường Sơn,0.3333333333333333,Ho Chi Minh City,Phường Hòa Hưng,,0.3333333333333333,,Vietnam,vn,0.3333333333333333,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 26/3,Phường Bình Hưng Hòa,Quận Bình Tân,TP. Hồ Chí Minh",10.72663535,106.65275987687187,"Trường Tiểu học Bình Hưng, 26, Đường Số 8, Ho Chi Minh City, 72400, Vietnam",Trường Tiểu học Bình Hưng,72400,,26,,,Đường Số 8,0.1,Ho Chi Minh City,Xã Bình Hưng,,0.08100000000000002,,Vietnam,vn,0.19787142857142856,0.07695000000000002,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đề Thám,Phường Cầu Ông Lãnh,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",Quan 1,,,,,,,,Ho Chi Minh City,Quan 1,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Kiêu,Phường Hiệp Thành,Quận 12,TP. Hồ Chí Minh",10.881058,106.638714,"Hiệp Thành 12, Ho Chi Minh City, HC, Vietnam",,,,,,,Hiệp Thành 12,,Ho Chi Minh City,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Bùi Hữu Nghĩa,Phường 27,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,,,,,,,,Binh Thanh,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Trần Thị Trọng,Phường 15,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",Tan Binh,,,,,,,,,Tan Binh,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bùi Đình Tuý,Phường 24,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,,,,,,,,Binh Thanh,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Thập Nối Dài - Đường Nội Bộ Khu Dân Cư Him Lam (Phường Tân Hưng),Phường Tân Phong,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",Quan 7,,,,,,,,,Quan 7,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Liên Khu 4-5, Phường Bình Hưng Hòa B,Phường Bình Hưng Hoà B,Quận Bình Tân,TP. Hồ Chí Minh",10.759973,106.613555,"Đường Liên Khu 16-18, Ho Chi Minh City, HC, Vietnam",,,,,,,Đường Liên Khu 16-18,,Ho Chi Minh City,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0.11571428571428571,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Hữu Cảnh,Phường 22,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,,,,,,,,Binh Thanh,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đông Hưng Thuận 2,Phường Đông Hưng Thuận,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",Quan 12,,,,,,,,,Quan 12,Ho Chi Minh,,HC,Vietnam,vn,0.07237692136333261,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Lập I, Phường Hiệp Phú,Phường Hiệp Phú,Quận 9,TP. Hồ Chí Minh",10.656294,105.791632,"Dương Văn Dương, LA, Vietnam",,,,,,,Dương Văn Dương,0.08819999999999999,,Tan Hung,Long An,0.014699999999999998,LA,Vietnam,vn,0.007349999999999998,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Văn Thương,Phường 25,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,,,,,,,,Binh Thanh,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lý Thường Kiệt,Phường 15,Quận 11,TP. Hồ Chí Minh",10.762131,106.641724,"Quan 11, Vietnam",Quan 11,,,,,,,,,Quan 11,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Văn Quỳ,Phường Phú Thuận,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",Quan 7,,,,,,,,Ho Chi Minh City,Quan 7,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Số 12,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,,0.1111111111111111,Thu Duc,Thu Duc,Ho Chi Minh,,HC,Vietnam,vn,0.01632716049382716,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Kỳ Tân Quý,Phường Sơn Kỳ,Quận Tân Phú,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Mê Linh,Phường 19,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,,,,,,,,Binh Thanh,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Điện Biên Phủ,Phường 27,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,,,,,,,,Binh Thanh,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Cư Xá Phú Lâm A,Phường 12,Quận 6,TP. Hồ Chí Minh",10.743329,106.623766,"Quan 6, Vietnam",Quan 6,,,,,,,,,Quan 6,Ho Chi Minh,,HC,Vietnam,vn,0.08719723183391001,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Cn1,Phường Sơn Kỳ,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,,,,,,,Quan Tan Phu,Tan Phu,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Thủ Độ,Phường Phú Thạnh,Quận Tân Phú,TP. Hồ Chí Minh",10.781358,106.622158,"Tan Phu, Vietnam",Tan Phu,,,,,,,,,Tan Phu,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Cách Mạng Tháng Tám,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",Quan 1,,,,,,,,,Quan 1,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Cầu Xéo,Phường Tân Quý,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,,,,,,,Quan Tan Phu,Tan Phu,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Xô Viết Nghệ Tĩnh,Phường 27,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,,,,,,,,Binh Thanh,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Thắng (Tên Cũ: Bờ Bao Tân Thắng),Phường Sơn Kỳ,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,,,,,,,Quan Tan Phu,Tan Phu,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 2A, 2B, 2C, Thuộc Khu Dân Cư An Lạc A,Phường An Lạc A,Quận Bình Tân,TP. Hồ Chí Minh",10.750539,106.6289,"2b, Đường số 2A, Ho Chi Minh City, HC, Vietnam",,,,2b,,,Đường số 2A,,Ho Chi Minh City,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0.12857142857142856,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Thị Búp,Phường Hiệp Thành,Quận 12,TP. Hồ Chí Minh",10.84557,106.615101,"Quán Tre, Ho Chi Minh City, HC, Vietnam",,,,,,,Quán Tre,,Ho Chi Minh City,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyên Hồng,Phường 11,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,,,,,,,,Binh Thanh,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Huỳnh Tấn Phát,Thị trấn Nhà Bè,Huyện Nhà Bè,TP. Hồ Chí Minh",10.714862,106.702522,"Lê Thị Kỉnh, HC, Vietnam",,,,,,,Lê Thị Kỉnh,,,Nha Be,Ho Chi Minh,,HC,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thống Nhất,Phường 11,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,,,0.2,Go Vap,Binh Thanh,Ho Chi Minh,,HC,Vietnam,vn,0.1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Quang Quá,Phường Hiệp Tân,Quận Tân Phú,TP. Hồ Chí Minh",10.781358,106.622158,"Tan Phu, Vietnam",Tan Phu,,,,,,,,,Tan Phu,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Văn Sỹ,Phường 14,Quận Phú Nhuận,TP. Hồ Chí Minh",10.79475,106.6763,"Quan Phu Nhuan, HC, Vietnam",,,,,,,,0.2222222222222222,Quan Phu Nhuan,Phu Nhuan,Ho Chi Minh,,HC,Vietnam,vn,0.1111111111111111,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Vũ Tùng,Phường 27,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,,,,,,,,Binh Thanh,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Văn Lương,Phường Tân Hưng,Quận 7,TP. Hồ Chí Minh",20.91950035017677,106.3395920845426,"Phố Lê Văn Lương, Hải Phòng, 03118, Vietnam",Phố Lê Văn Lương,03118,,,,Phường Hải Dương,Phố Lê Văn Lương,0.2222222222222222,Hải Phòng,,,0.19999999999999998,,Vietnam,vn,0.19999999999999998,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Đặng Văn Bi,Phường Trường Thọ,Quận Thủ Đức,TP. Hồ Chí Minh",10.77974385,106.69901186265822,"Saigon Notre Dame Cathedral, 1, Paris Commune Square, Saigon, Ho Chi Minh City, 71006, Vietnam",Saigon Notre Dame Cathedral,71006,,1,Saigon,Khu phố 3,Paris Commune Square,,Ho Chi Minh City,,,,,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trung Mỹ Tân Xuân,Xã Tân Xuân,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Gia Trí,Phường 26,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,,,,,,,,Binh Thanh,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hồ Học Lãm,Phường  An Lạc,Quận Bình Tân,TP. Hồ Chí Minh",10.717765,106.612331,"Hẻm 229 Đường Hồ Học Lãm, Ho Chi Minh City, HC, Vietnam",,,,,,,Hẻm 229 Đường Hồ Học Lãm,,Ho Chi Minh City,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0.23142857142857143,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trần Thị Liền,Xã Phước Kiển,Huyện Nhà Bè,TP. Hồ Chí Minh",10.679536850000002,106.74126533527371,"Trường THPT Dương Văn Dương, Hẻm 2266 Đường Huỳnh Tấn Phát, Nhà Bè, Vietnam",Trường THPT Dương Văn Dương,,,,,,Hẻm 2266 Đường Huỳnh Tấn Phát,0.1111111111111111,Nhà Bè,Xã Nhà Bè,,0.017543859649122806,,Vietnam,vn,0.008771929824561403,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Sơn,Phường Phú Thạnh,Quận Tân Phú,TP. Hồ Chí Minh",10.781358,106.622158,"Tan Phu, Vietnam",Tan Phu,,,,,,,,,Tan Phu,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Trọng Tấn,Phường Bình Hưng Hòa,Quận Bình Tân,TP. Hồ Chí Minh",16.036683,108.1856131,"CaPhe Phuong Lam, Đường Lê Trọng Tấn, Đà Nẵng, 84236, Vietnam",CaPhe Phuong Lam,84236,,,,Phường An Khê,Đường Lê Trọng Tấn,0.3969,Đà Nẵng,,,0.3969,,Vietnam,vn,0.19845,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Văn Thọ,Phường 8,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,,,0.2,Go Vap,Binh Thanh,Ho Chi Minh,,HC,Vietnam,vn,0.1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Huỳnh Tấn Phát,Phường Phú Thuận,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",Quan 7,,,,,,,,,Quan 7,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lâm Văn Bền,Phường Tân Kiểng,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",Quan 7,,,,,,,,,Quan 7,Ho Chi Minh,,HC,Vietnam,vn,0.07777777777777779,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Hữu Thọ,Xã Phước Kiển,Huyện Nhà Bè,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Tân Hòa Đông,Phường Bình Trị Đông,Quận Bình Tân,TP. Hồ Chí Minh",10.760033,106.6254276,"BƯU ĐIỆN TÂN HOÀ ĐÔNG, 178A1, Tân Hòa Đông, Ho Chi Minh City, 72015, Vietnam",BƯU ĐIỆN TÂN HOÀ ĐÔNG,72015,,178A1,,,Tân Hòa Đông,0.1111111111111111,Ho Chi Minh City,Phường Phú Lâm,,0.1111111111111111,,Vietnam,vn,0.1111111111111111,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trung Mỹ Tây 13,Phường Trung Mỹ Tây,Quận 12,TP. Hồ Chí Minh",10.864638,106.609374,"13, Đường Trung Mỹ Tây 1, Ho Chi Minh City, HC, Vietnam",,,,13,,,Đường Trung Mỹ Tây 1,,Ho Chi Minh City,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thạnh Xuân 25,Phường Thới An,Quận 12,TP. Hồ Chí Minh",10.89511,106.679433,"25, Đường Thạnh Xuân 52, HC, Vietnam",,,,25,,,Đường Thạnh Xuân 52,0.2222222222222222,,Hoc Mon,Ho Chi Minh,0.19999999999999998,HC,Vietnam,vn,0.09999999999999999,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Dương Đình Hội,Phường Phước Long B,Quận 9,TP. Hồ Chí Minh",11.818342600000001,106.95856405958932,"Hội trường Phường Long Phước, Nguyễn Tất Thành, BP, Vietnam",Hội trường Phường Long Phước,,,,,,Nguyễn Tất Thành,0.1111111111111111,,Phường Phước Bình,Bin Phuoc,0.030864197530864196,BP,Vietnam,vn,0.030864197530864196,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 7 (Kdc Bình Hưng),Xã Phong Phú,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,,0.2,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,,HC,Vietnam,vn,0.1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Tăng Nhơn Phú A,Quận 9,TP. Hồ Chí Minh",13.79584,109.18184,"Phường Nhơn Phú, BD, Vietnam",,,,,,,,0.1111111111111111,Phường Nhơn Phú,Quy Nhon,Binh Dinh,,BD,Vietnam,vn,0.027777777777777776,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Nguyễn Thị Nhỏ,Phường 15,Quận 5,TP. Hồ Chí Minh",10.75567,106.66745,"Quan Nam, HC, Vietnam",,,,,,,,,Quan Nam,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đào Trí,Phường Phú Thuận,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",Quan 7,,,,,,,,,Quan 7,Ho Chi Minh,,HC,Vietnam,vn,0.09072,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Oanh,Phường 17,Quận Gò Vấp,TP. Hồ Chí Minh",10.804498,106.794057,"Liên Phường, Ho Chi Minh City, HC, Vietnam",,,,,,,Liên Phường,,Ho Chi Minh City,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
