original_address,lat,lon,formatted,postcode,housenumber,county_code,street,district,city,suburb,name,county,state,state_code,confidence_building_level,confidence_city_level,country,confidence_street_level,country_code,confidence,attribution,attribution_license,attribution_url
"Đường Hiệp Thành 33,Phường Hiệp Thành,Quận 12,TP. Hồ Chí Minh",10.841058,106.704751,"33, Đường 33, Ho Chi Minh City, HC, Vietnam",,33,,Đường 33,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,0,,Vietnam,,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Hiệp 18A,Xã Tân Hiệp,Huyện Hóc Môn,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường số 23,Thị trấn Củ Chi,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đình Phong Phú,Phường Phước Long B,Quận 9,TP. Hồ Chí Minh",20.830664014681513,106.7771798909941,"Đường Đình Vũ, Dinh Vu Industrial Area, Hải Phòng, Vietnam",,,,Đường Đình Vũ,Phường Đông Hải,Hải Phòng,Dinh Vu Industrial Area,Đường Đình Vũ,,,,,0.63,Vietnam,0.5670000000000001,vn,0.28350000000000003,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Thị Điệp,Xã Đông Thạnh,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường - Quận 9 (Cũ),Phường Bình Khánh,Thành phố Thủ Đức,TP. Hồ Chí Minh",10.8405988,106.7690587,"Uỷ ban Nhân dân Quận 9 cũ, Vo Nguyen Giap Boulevard, Ho Chi Minh City, HC 71211, Vietnam",71211,,,Vo Nguyen Giap Boulevard,,Ho Chi Minh City,,Uỷ ban Nhân dân Quận 9 cũ,Phường Phước Long,Ho Chi Minh,HC,,0.14285714285714285,Vietnam,,vn,0.00965055641374197,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 1 (Đường H), Kp1, Phường An Phú - Quận 2 (Cũ),Phường An Phú,Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Lạc Long Quân,Phường 05,Quận 11,TP. Hồ Chí Minh",10.762131,106.641724,"Quan 11, Vietnam",,,,,,,,Quan 11,Quan 11,Ho Chi Minh,HC,,,Vietnam,,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 138, Phường Tân Phú,Phường Tân Phú,Quận 9,TP. Hồ Chí Minh",10.781358,106.622158,"Tan Phu, Vietnam",,,,,,,,Tan Phu,Tan Phu,Ho Chi Minh,HC,,,Vietnam,,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bà Điểm 1,Xã Xuân Thới Thượng,Huyện Hóc Môn,TP. Hồ Chí Minh",10.83775,106.604233,"1, Đường Bà Điểm 10B, HC, Vietnam",,1,,Đường Bà Điểm 10B,,,,,Hoc Mon,Ho Chi Minh,HC,0,0.2222222222222222,Vietnam,0.19999999999999998,vn,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường An Phú Tây - Hưng Long,Phường Nguyễn Thái Bình,Quận 1,TP. Hồ Chí Minh",10.68569,106.597543,"An Phú Tây - Hưng Long, HC, Vietnam",,,,An Phú Tây - Hưng Long,,,,,Binh Chanh,Ho Chi Minh,HC,,0.2,Vietnam,0.1458,vn,0.1458,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Dương Quảng Hàm,Phường 05,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,Go Vap,,,Binh Thanh,Ho Chi Minh,HC,,0.2,Vietnam,,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Văn Hưởng - Phường Thảo Điển - Quận 2 (Cũ),Phường Thảo Điền,Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Trịnh Thị Miếng (Đường Trung Chánh-Tân Hiệp),Xã Đông Thạnh,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 409,Xã Phước Vĩnh An,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hòa Bình,Phường Hiệp Tân,Quận Tân Phú,TP. Hồ Chí Minh",10.781358,106.622158,"Tan Phu, Vietnam",,,,,,,,Tan Phu,Tan Phu,Ho Chi Minh,HC,,,Vietnam,,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Các Đường Số 4A, 5A, 6A, 6B, 7A, 8B, 8C, 12, 12A, 12B, 16, 18, 19A, 19B, 19C, 19D, 19E, 19F, 21, 21A, 21E, 23, 25, 25A, 26, 28A, 31, 31A, 32B, 33A, 33B, 34B, 39 Thuộc Khu Dân Cư Bình Trị Đông B (P. Btđ B, P. An Lạc A),Phường Bình Hưng Hoà A,Quận Bình Tân,TP. Hồ Chí Minh",10.741169,106.54158,"39, Đường Số 4A, HC, Vietnam",,39,,Đường Số 4A,,,,,Binh Chanh,Ho Chi Minh,HC,,0.63,Vietnam,0.63,vn,0.030245746691871453,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Bùi Thị Điệt,Xã Nhuận Đức,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Võ Văn Vân,Phường Tân Tạo,Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",,,,,,,,Binh Tan,Binh Tan,Ho Chi Minh,HC,,,Vietnam,,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 7 Khu Dân Cư Nam Long,Phường Tân Tạo,Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",,,,,,,,Binh Tan,Binh Tan,Ho Chi Minh,HC,,,Vietnam,,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"ĐƯỜNG NỘI BỘ KHU TÁI ĐỊNH CƯ 7/4A KHA VẠN CÂN, PHƯỜNG LINH ĐÔNG,Phường Linh Chiểu,Quận Thủ Đức,TP. Hồ Chí Minh",10.75941,106.699745,"Đường Nội Bộ, Ho Chi Minh City, HC, Vietnam",,,,Đường Nội Bộ,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 2, Phường Thảo Điền (Khu Báo Chí) - Quận 2 (Cũ),Phường Thảo Điền,Thành phố Thủ Đức,TP. Hồ Chí Minh",10.73042105,106.72344094352397,"Capri by Fraser, 2, Đường C, Ho Chi Minh City, HC 72915, Vietnam",72915,2,,Đường C,,Ho Chi Minh City,,Capri by Fraser,Phường Tân Mỹ,Ho Chi Minh,HC,,,Vietnam,,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường 127,Phường Linh Trung,Quận Thủ Đức,TP. Hồ Chí Minh",10.809927,106.672841,"127, Đường Hồng Hà, Ho Chi Minh City, HC 72215, Vietnam",72215,127,,Đường Hồng Hà,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Hoàng Quốc Việt,Phường Phú Thuận,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,,,,,,,Quan 7,Quan 7,Ho Chi Minh,HC,,,Vietnam,,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 35,Phường Linh Đông,Quận Thủ Đức,TP. Hồ Chí Minh",10.8475083,106.7907448,"35, Đường 385, Khu phố 15, Ho Chi Minh City, HC 71300, Vietnam",71300,35,,Đường 385,,Ho Chi Minh City,Khu phố 15,a,Phường Tăng Nhơn Phú,Ho Chi Minh,HC,,,Vietnam,,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đông Hưng Thuận 02,Phường Tân Hưng Thuận,Quận 12,TP. Hồ Chí Minh",20.91085355,106.3330180417995,"Phường Tân Hưng, Hải Phòng, Vietnam",,,,,Phường Tân Hưng,Hải Phòng,,,,Phường Tân Hưng,,,0.2222222222222222,Vietnam,,vn,0.05555555555555555,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trung An,Thị trấn Củ Chi,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bùi Văn Ngữ,Phường Tân Thới Nhất,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,,,,,,,Quan 12,Quan 12,Ho Chi Minh,HC,,,Vietnam,,vn,0.09333524849181271,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Định - Quận 2 (Cũ),Phường Cát Lái,Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"đường số 1,Phường Tân Phú,Quận Thủ Đức,TP. Hồ Chí Minh",10.716383,106.643079,"Đường số 1, HC, Vietnam",,,,Đường số 1,,,,,Binh Chanh,Ho Chi Minh,HC,,0.2,Vietnam,0.2,vn,0.2,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trần Não - Quận 2 (Cũ),Phường Bình Khánh,Thành phố Thủ Đức,TP. Hồ Chí Minh",10.794118,106.616728,"Dương Văn Dương, Ho Chi Minh City, HC, Vietnam",,,,Dương Văn Dương,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đông Thạnh 8,Xã Đông Thạnh,Huyện Hóc Môn,TP. Hồ Chí Minh",10.910893,106.650022,"8, Đường Đông Thạnh 7-2, HC, Vietnam",,8,,Đường Đông Thạnh 7-2,,,,,Hoc Mon,Ho Chi Minh,HC,0,0.2222222222222222,Vietnam,0.18,vn,0.09,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phạm Ngũ Lão,Phường 04,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,Go Vap,,,Binh Thanh,Ho Chi Minh,HC,,0.2,Vietnam,,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Láng The,Xã Tân Thạnh Tây,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 13,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,Thu Duc,,,Thu Duc,Ho Chi Minh,HC,,0.1111111111111111,Vietnam,,vn,0.018091036558257244,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 10 (Dự Án 131Ha), Phường An Phú - An Khánh - Quận 2 (Cũ),Phường Bình Khánh,Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường F1 (Khu Tân Tiến),Phường Thạnh Xuân,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,,,,,,,Quan 12,Quan 12,Ho Chi Minh,HC,,,Vietnam,,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đặng Tiến Đông, Phường An Phú - Quận 2 (Cũ),Phường An Phú,Thành phố Thủ Đức,TP. Hồ Chí Minh",19.476249,105.798335,"Đường Đặng Tiến Đông, TH, Vietnam",,,,Đường Đặng Tiến Đông,,,,,Tinh Gia,Thanh Hoa,TH,,0.2679075,Vietnam,0.2679075,vn,0.11353969754253311,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Bến Lội (Liên Ấp 1 2 3),Xã Vĩnh Lộc B,Huyện Bình Chánh,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"ĐƯỜNG NỘI BỘ 40M KHU ĐÔ THỊ ĐÔNG TĂNG LONG, PHƯỜNG TRƯỜNG THẠNH,Phường Linh Đông,Quận Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường D9,Phường Tây Thạnh,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,,,,Quan Tan Phu,,,Tan Phu,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thới Tam Thôn 15-16,Xã Thới Tam Thôn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.875,106.618554,"Đường Thới Tam Thôn 17, HC, Vietnam",,,,Đường Thới Tam Thôn 17,,,,,Hoc Mon,Ho Chi Minh,HC,,0.2222222222222222,Vietnam,0.19999999999999998,vn,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Bùi Thị Lùng,Thị trấn Hóc Môn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phạm Văn Sáng,Xã Bà Điểm,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Đành,Xã Tân Thới Nhì,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 17A, Phường Bình Hưng Hòa A,Phường Bình Hưng Hoà A,Quận Bình Tân,TP. Hồ Chí Minh",10.78527,106.60761,"Phường Bình Hưng Hòa A, HC, Vietnam",,,,,,Phường Bình Hưng Hòa A,,,Binh Tan,Ho Chi Minh,HC,,0.5904900000000002,Vietnam,,vn,0.14762250000000005,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Quốc Hương - Phường Thảo Điển - Quận 2 (Cũ),Phường Thảo Điền,Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Nội Bộ Khu Nhà Ở Tân Phong,Phường Tân Phong,Quận 7,TP. Hồ Chí Minh",19.75,105.7,"Tan Phong, Vietnam",,,,,,Tan Phong,,,,,,,1,Vietnam,,vn,0.5,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nội Bộ Khu Dân Cư Tân Quy Đông,Phường Tân Phong,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,,,,,,,Quan 7,Quan 7,Ho Chi Minh,HC,,,Vietnam,,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"ĐƯỜNG SỐ 2 KHU DÂN CƯ HIM LAM,Phường Trường Thọ,Quận Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Dương Thị Mười,Phường Đông Hưng Thuận,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,,,,,,,Quan 12,Quan 12,Ho Chi Minh,HC,,,Vietnam,,vn,0.07932128906250001,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 1, Phường Trường Thạnh,Phường Trường Thạnh,Quận 9,TP. Hồ Chí Minh",10.7884441,106.7525447,"Cửa Hàng Giàn Phơi Đồ Lưới Chống Muỗi Phương Nhi, Đường Số 1, Khu phố 22, Ho Chi Minh City, 08408, Vietnam",08408,,,Đường Số 1,,Ho Chi Minh City,Khu phố 22,Cửa Hàng Giàn Phơi Đồ Lưới Chống Muỗi Phương Nhi,Phường Bình Trưng,,,,,Vietnam,,vn,0.12502349999999998,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Tuyển, Phường Bình Trưng Tây - Quận 2 (Cũ),Phường Bình Trưng Tây,Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường - Quận 9 (Cũ),Phường An Phú,Thành phố Thủ Đức,TP. Hồ Chí Minh",10.8405988,106.7690587,"Uỷ ban Nhân dân Quận 9 cũ, Vo Nguyen Giap Boulevard, Ho Chi Minh City, HC 71211, Vietnam",71211,,,Vo Nguyen Giap Boulevard,,Ho Chi Minh City,,Uỷ ban Nhân dân Quận 9 cũ,Phường Phước Long,Ho Chi Minh,HC,,0.14285714285714285,Vietnam,,vn,0.010894573451450895,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Bùi Văn Ngữ,Xã Thới Tam Thôn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 34-Cl - Quận 2 (Cũ),Phường Bình Khánh,Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Đồng Văn Cống - Quận 2 (Cũ),Phường Thạnh Mỹ Lợi,Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường D6 (Kdc Phong Phú 4),Xã Bình Lợi,Huyện Bình Chánh,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 10, 11, Phường Bình Trưng Đông - Quận 2 (Cũ),Phường An Phú,Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường F1 (Khu Tân Tiến),Phường An Phú Đông,Quận 12,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Giang Văn Minh, Phường An Phú - Quận 2 (Cũ),Phường An Phú,Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Xô Viết Nghệ Tĩnh,Phường 01,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",,,,,,,,Binh Thanh,Binh Thanh,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 31, Phường An Khánh - Quận 2 (Cũ),Phường Bình Trưng Tây,Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Ba Đình,Phường 10,Quận 8,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 2, Phường Thạnh Mỹ Lợi - Quận 2 (Cũ),Phường Thạnh Mỹ Lợi,Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Nguyễn Duy Trinh - Quận 2 (Cũ),Phường Bình Trưng Tây,Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Thạnh Xuân 13,Phường Thới An,Quận 12,TP. Hồ Chí Minh",10.89511,106.679433,"13, Đường Thạnh Xuân 52, HC, Vietnam",,13,,Đường Thạnh Xuân 52,,,,,Hoc Mon,Ho Chi Minh,HC,0,0.2222222222222222,Vietnam,0.19999999999999998,vn,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tuyến 9 Xã Thới Tam Thôn,Xã Thới Tam Thôn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 1 (Đường H), Kp1, Phường An Phú - Quận 2 (Cũ),Phường Bình Trưng Tây,Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Số 5B, Khu Dân Cư An Lạc - Bình Trị Đông (Phường An Lạc A, Phường Bình Trị Đông B),Phường Tân Tạo A,Quận Bình Tân,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường 1-20, Phường Phước Bình,Phường Tăng Nhơn Phú B,Quận 9,TP. Hồ Chí Minh",10.811202,106.7081899,"Hướng Nghiệp Á Âu, 20, Đường Số 1, Ho Chi Minh City, 72308, Vietnam",72308,20,,Đường Số 1,,Ho Chi Minh City,,Hướng Nghiệp Á Âu,Phường Bình Thạnh,,,,0.3333333333333333,Vietnam,0.3,vn,0.15,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Đức Thọ,Phường 10,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,Go Vap,,,Binh Thanh,Ho Chi Minh,HC,,0.2,Vietnam,,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 1 (Kdc Sông Ông Lớn - Kcn Số 6 - Lô Số 4),Xã Tân Kiên,Huyện Bình Chánh,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Thân Văn Nhiếp - Quận 2 (Cũ),Phường An Phú,Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Số 42, Phường Bình Trưng Tây - Quận 2 (Cũ),Phường Bình Trưng Đông,Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Số 6, Phường Tăng Nhơn Phú B,Phường Tăng Nhơn Phú B,Quận 9,TP. Hồ Chí Minh",10.797559,106.687121,"Hoa Phượng, Ho Chi Minh City, HC 72210, Vietnam",72210,,,Hoa Phượng,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường số 4,Phường Tam Phú,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,Thu Duc,,,Thu Duc,Ho Chi Minh,HC,,0.1111111111111111,Vietnam,,vn,0.022598146012217518,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phan Huy Ích,Phường 15,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,Go Vap,,,Binh Thanh,Ho Chi Minh,HC,,0.2,Vietnam,,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 4,Phường Linh Trung,Quận Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Số 8, (Đường Xuân Hiệp), Phường Linh Xuân - Quận Thủ Đức (Cũ),Phường Linh Xuân,Thành phố Thủ Đức,TP. Hồ Chí Minh",21.55,106.88333,"Xuan Duong, LS, Vietnam",,,,,,Xuan Duong,,,Loc Binh,Lang Son,LS,,0.24111675,Vietnam,,vn,0.01645801369612856,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Định - Quận 2 (Cũ),Phường Bình Trưng Tây,Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Nguyễn Ảnh Thủ,Xã Trung Chánh,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phạm Đức Sơn,Phường 16,Quận 8,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 1A, 1B, 1C, 2A, 2B, 3A, 3B, 3C, 3D, 4, 4A, 4B, 5, 5A, 5B, 5C, 6, 6A, 6B, 10, 10A, 10B, 10C, 12, 12A, 12B, 12C, 14, 14A, 14B, 14C, 14D, 14E, 14F, 16, 16A, Thuộc Khu Dân Cư Vĩnh Lộc,Phường Bình Hưng Hoà A,Quận Bình Tân,TP. Hồ Chí Minh",16.274,107.23283,"1b, Đường A Vầu, TT, Vietnam",,1b,,Đường A Vầu,,,,,A Luoi,Thura Thien-Hue,TT,0,,Vietnam,,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường,Phường An Phú,Thành phố Thủ Đức,TP. Hồ Chí Minh",10.8043499,106.7472609,"21, Đường Võ Trường Toản T1-12b.03 Q2TD, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Road No.9, Ho Chi Minh City, 71108, Vietnam",71108,,,Road No.9,,Ho Chi Minh City,,"21, Đường Võ Trường Toản T1-12b.03 Q2TD, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",Phường An Khánh,,,,0.3333333333333333,Vietnam,,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
