original_address,lat,lon,formatted,district,name,county_code,housenumber,street,postcode,suburb,city,county,confidence_city_level,confidence_street_level,confidence_building_level,state,state_code,country,country_code,confidence,attribution,attribution_license,attribution_url
"Phường An Nhơn,TP. Hồ Chí Minh",10.8355833,106.7826086,"Công An Phường Tăng Nhơn Phú B, Đình Phong Phú, Khu phố 7, Ho Chi Minh City, HC 71211, Vietnam",,Công An Phường Tăng Nhơn Phú B,,,Đình Phong Phú,71211,Khu phố 7,Ho Chi Minh City,Phường Tăng Nhơn Phú,,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Lương Bằng nối dài,Phường Phú Mỹ,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,,,Quan 7,,,,Ho Chi Minh,HC,Vietnam,vn,0.05368047337278107,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tháp Mười,Phường Bình Tây,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 6,Phường Tân Hưng,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,,,Quan 7,,,,Ho Chi Minh,HC,Vietnam,vn,0.12266089778258515,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Thân Nhân Trung,Phường 13,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",,Tan Binh,,,,,,,Tan Binh,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phan Văn Trị,Phường Gò Vấp,TP. Hồ Chí Minh(Mới)",10.8295261,106.6820675,"Co.opmart Phan Văn Trị, 543/1, Phan Van Tri, Go Vap, Ho Chi Minh City, 71400, Vietnam",,Co.opmart Phan Văn Trị,,543/1,Phan Van Tri,71400,Go Vap,Ho Chi Minh City,Phường Hạnh Thông,,,,,,Vietnam,vn,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Tân Phú,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, HC 71800, Vietnam",,Quan 7,,,,71800,,Ho Chi Minh City,Quan 7,,,,Ho Chi Minh,HC,Vietnam,vn,0.45,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Mỹ,Phường Tân Phú,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, HC 71800, Vietnam",,Quan 7,,,,71800,,Ho Chi Minh City,Quan 7,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 14,Phường Tân Thuận Đông,Quận 7,TP. Hồ Chí Minh",10.725926,106.648708,"Đường số 14, HC, Vietnam",,,,,Đường số 14,,,,Binh Chanh,0.2,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.2,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Phước Kiển,Huyện Nhà Bè,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Điện Biên Phủ,Phường 15,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",,Binh Thanh,,,,,,,Binh Thanh,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Thị Kỉnh,Xã Phước Kiển,Huyện Nhà Bè,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Cao Lỗ,Phường 04,Quận 8,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Ngô Quang Thắm,Xã Long Thới,Huyện Nhà Bè,TP. Hồ Chí Minh",10.6737604,106.7342134,"UBND Huyện Nhà Bè, Nguyễn Bình, Nhà Bè, Vietnam",,UBND Huyện Nhà Bè,,,Nguyễn Bình,,,Nhà Bè,Xã Nhà Bè,0.1111111111111111,0.03333333333333333,,,,Vietnam,vn,0.3,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Thị Tám,Xã Phước Kiển,Huyện Nhà Bè,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Cao Thị Chính,Phường Phú Thuận,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,,Ho Chi Minh City,Quan 7,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 2,Phường Phú Mỹ,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,,,Quan 7,,,,Ho Chi Minh,HC,Vietnam,vn,0.11714876033057849,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 1,Xã Bình Hưng,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Binh Chanh,0.2,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Văn Lương,Xã Phước Kiển,Huyện Nhà Bè,TP. Hồ Chí Minh",10.678782,106.706538,"Đường Lê Thị Tám, HC, Vietnam",,,,,Đường Lê Thị Tám,,,,Nha Be,,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường N1,Xã Phú Xuân,Huyện Nhà Bè,TP. Hồ Chí Minh",10.697172,106.64433,"Đường N1, HC, Vietnam",,,,,Đường N1,,,,Binh Chanh,0.2,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 6,Phường Tân Thuận Đông,Quận 7,TP. Hồ Chí Minh",10.73243375,106.71788171724043,"FV Hospital, 6, Nguyễn Lương Bằng, Ho Chi Minh City, 72915, Vietnam",,FV Hospital,,6,Nguyễn Lương Bằng,72915,,Ho Chi Minh City,Phường Tân Mỹ,0.1111111111111111,0.027782999999999995,,,,Vietnam,vn,0.027782999999999995,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Thị Thập,Phường Tân Phú,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,,Ho Chi Minh City,Quan 7,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 9,Phường Tân Thuận Đông,Quận 7,TP. Hồ Chí Minh",10.740233,106.542482,"Đường Số 9, HC, Vietnam",,,,,Đường Số 9,,,,Binh Chanh,0.2,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.2,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tạ Quang Bửu,Phường 05,Quận 8,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 12,Phường Tân Thuận Đông,Quận 7,TP. Hồ Chí Minh",10.714426,106.640502,"Đường số 12, HC, Vietnam",,,,,Đường số 12,,,,Binh Chanh,0.2,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.2,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Xóm Chiếu,TP. Hồ Chí Minh(Mới)",,,,,,,,,,,,,,,,,,,,,,,
"Đường Hoàng Dư Khương,Phường Hòa Hưng,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Mai Thị Lựu,Phường Sài Gòn,TP. Hồ Chí Minh(Mới)",10.792883,106.697691,"Hẻm 120 Đường Mai Thị Lựu, Ho Chi Minh City, HC, Vietnam",,,,,Hẻm 120 Đường Mai Thị Lựu,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thạnh Xuân 23,Phường Thới An,TP. Hồ Chí Minh(Mới)",10.851172,106.75405256836052,"Hi88 | Link Truy Cập Hi88 Không Bị Chặn Chính Thức Mới Nhất, 23, Tô Ngọc Vân, Ho Chi Minh City, 71221, Vietnam",,Hi88 | Link Truy Cập Hi88 Không Bị Chặn Chính Thức Mới Nhất,,23,Tô Ngọc Vân,71221,,Ho Chi Minh City,Phường Linh Xuân,,,0,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Thới Nhất 8,Phường Đông Hưng Thuận,TP. Hồ Chí Minh(Mới)",10.824936,106.6249762,"Trường Tiểu Học THCS&THPT Tuệ Đức - Cơ sở Tân Thới Nhất 17, Quận 12, 8, Đường Tân Thới Nhất 17, Ho Chi Minh City, 71500, Vietnam",,"Trường Tiểu Học THCS&THPT Tuệ Đức - Cơ sở Tân Thới Nhất 17, Quận 12",,8,Đường Tân Thới Nhất 17,71500,,Ho Chi Minh City,Phường Đông Hưng Thuận,,,0,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Hiệp 39+40,Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",10.77414915,106.63038375548214,"Giáo xứ Phú Thọ Hòa, 39, Đường Trần Quang Quá, Ho Chi Minh City, 72031, Vietnam",,Giáo xứ Phú Thọ Hòa,,39,Đường Trần Quang Quá,72031,,Ho Chi Minh City,Phường Phú Thạnh,,,0,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trung Mỹ Tân Xuân,Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Xuân 1,Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",10.87957,106.596054,"1, Đường Tân Xuân 1, HC, Vietnam",,,,1,Đường Tân Xuân 1,,,,Hoc Mon,,,0,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tỉnh Lộ 7,Xã Nhuận Đức,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Dương Công Khi,Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Thảnh,Xã Đông Thạnh,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thị Trấn Tân Hiệp,Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trung An,Xã Bình Mỹ,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đặng Thúc Vịnh,Xã Đông Thạnh,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Sóc,Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Thị Hà,Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Xuân Thới Thượng 4,Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",10.852598,106.590303,"4, Đường Xuân Thới Thượng 8-4, HC, Vietnam",,,,4,Đường Xuân Thới Thượng 8-4,,,,Hoc Mon,,,0,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trần Văn Mười,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Sóc,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đỗ Văn Dậy,Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Thới Nhì 8,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",10.888193,106.577997,"8, Đường Tân Thới Nhì 1, HC, Vietnam",,,,8,Đường Tân Thới Nhì 1,,,,Hoc Mon,,,0,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trần Văn Mười,Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thái Thị Giữ,Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Lợi,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Xuân Thới Sơn 25,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",10.871292,106.582293,"25, Đường Xuân Thới Sơn 20, HC, Vietnam",,,,25,Đường Xuân Thới Sơn 20,,,,Hoc Mon,,,0,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Xuân Thới Đông 1,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",10.871414,106.586098,"1, Đường Xuân Thới 2, HC, Vietnam",,,,1,Đường Xuân Thới 2,,,,Hoc Mon,,,0,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Ảnh Thủ,Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tiền Lân 17,Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",10.830793,106.598737,"17, Đường Tiền Lân 13, HC, Vietnam",,,,17,Đường Tiền Lân 13,,,,Hoc Mon,,,0,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Thị Nê,Xã Nhuận Đức,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Rỗng Bàng,Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bến Đình,Xã An Nhơn Tây,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Hiệp 4,Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",10.905581,106.595474,"4, Đường Tân Hiệp 31, HC, Vietnam",,,,4,Đường Tân Hiệp 31,,,,Hoc Mon,,,0,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Mỹ Hòa 4,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",10.870156,106.60483,"4, Đường 08A Mỹ Hòa 3, Ho Chi Minh City, HC, Vietnam",,,,4,Đường 08A Mỹ Hòa 3,,,Ho Chi Minh City,Quan 8,,,0,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đặng Công Bỉnh,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Nhữ,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Văn Bứa,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Hiệp 8-1,Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",10.8564039,106.6237648,"NHÀ THUỐC KHÔI NGUYÊN, 8, Tân Chánh Hiệp 36, Ho Chi Minh City, 70000, Vietnam",,NHÀ THUỐC KHÔI NGUYÊN,,8,Tân Chánh Hiệp 36,70000,,Ho Chi Minh City,Phường Trung Mỹ Tây,,,0,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đông Thạnh 6,Xã Đông Thạnh,TP. Hồ Chí Minh(Mới)",10.857589350000001,106.74471592868673,"Hội dòng nữ Đa Minh Rosa Lima - Tu viện Thánh Martino, 6, Road No.8, Khu phố 1, Ho Chi Minh City, 75350, Vietnam",,Hội dòng nữ Đa Minh Rosa Lima - Tu viện Thánh Martino,,6,Road No.8,75350,Khu phố 1,Ho Chi Minh City,Phường Hiệp Bình,,,0,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Xuân 6,Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",10.87957,106.596054,"6, Đường Tân Xuân 1, HC, Vietnam",,,,6,Đường Tân Xuân 1,,,,Hoc Mon,,,0,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Hiệp 16,Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",10.76877805,106.62479290888598,"Trường Tiểu học Hiệp Tân, 252/16, Hẻm 152 Lý Thánh Tông, Ho Chi Minh City, 72015, Vietnam",,Trường Tiểu học Hiệp Tân,,252/16,Hẻm 152 Lý Thánh Tông,72015,,Ho Chi Minh City,Phường Phú Thạnh,,,0,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Tân Thới Nhì 35,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",10.888193,106.577997,"35, Đường Tân Thới Nhì 1, HC, Vietnam",,,,35,Đường Tân Thới Nhì 1,,,,Hoc Mon,,,0,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Hiệp 30,Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",10.905581,106.595474,"30, Đường Tân Hiệp 31, HC, Vietnam",,,,30,Đường Tân Hiệp 31,,,,Hoc Mon,,,0,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Bình Trị Đông B,Quận Bình Tân,TP. Hồ Chí Minh",10.763232,106.6204712,"Phường Bình Trị Đông, Tân Hòa Đông, Ho Chi Minh City, HC 72015, Vietnam",,Phường Bình Trị Đông,,,Tân Hòa Đông,72015,,Ho Chi Minh City,Phường Bình Trị Đông,,,,Ho Chi Minh,HC,Vietnam,vn,0.2571428571428571,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường 13,Quận 6,TP. Hồ Chí Minh",10.743329,106.623766,"Quan 6, Vietnam",,Quan 6,,,,,,,Quan 6,,,,Ho Chi Minh,HC,Vietnam,vn,0.45,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường An Lạc,TP. Hồ Chí Minh",10.72278,106.60472,"An Lac, HC, Vietnam",,,,,,,,An Lac,Binh Chanh,0.2,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Hiệp Phú,Quận 9,TP. Hồ Chí Minh",10.84557,106.615101,"Quán Tre, Ho Chi Minh City, HC, Vietnam",,,,,Quán Tre,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phan Anh,Phường Bình Trị Đông,Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",,Binh Tan,,,,,,,Binh Tan,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tỉnh Lộ 10,Phường  An Lạc,Quận Bình Tân,TP. Hồ Chí Minh",10.674101455508724,106.53934649006656,"Đường cao tốc TP Hồ Chí Minh – Trung Lương, Tây Ninh Province, Vietnam",,Đường cao tốc TP Hồ Chí Minh – Trung Lương,,,Đường cao tốc TP Hồ Chí Minh – Trung Lương,,,,Xã Mỹ Yên,0.1111111111111111,0.017094017094017096,,Tây Ninh Province,,Vietnam,vn,0.017094017094017096,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Khuông Việt,Phường Phú Trung,Quận Tân Phú,TP. Hồ Chí Minh",10.781358,106.622158,"Tan Phu, Vietnam",,Tan Phu,,,,,,,Tan Phu,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tỉnh Lộ 10,Phường An Lạc A,Quận Bình Tân,TP. Hồ Chí Minh",10.760122,106.577256,"Hẻm 1768 Đường Tỉnh Lộ 10, HC, Vietnam",,,,,Hẻm 1768 Đường Tỉnh Lộ 10,,,,Binh Tan,,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 42,Phường Tân Tạo,Quận Bình Tân,TP. Hồ Chí Minh",10.752654,106.602039,"Đường số 42, HC, Vietnam",,,,,Đường số 42,,,,Binh Tan,,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường 12,Quận 6,TP. Hồ Chí Minh",10.743329,106.623766,"Quan 6, Vietnam",,Quan 6,,,,,,,Quan 6,,,,Ho Chi Minh,HC,Vietnam,vn,0.45,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường An Lạc A,Quận Bình Tân,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Tân Hiệp 39,Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",10.77414915,106.63038375548214,"Giáo xứ Phú Thọ Hòa, 39, Đường Trần Quang Quá, Ho Chi Minh City, 72031, Vietnam",,Giáo xứ Phú Thọ Hòa,,39,Đường Trần Quang Quá,72031,,Ho Chi Minh City,Phường Phú Thạnh,,,0,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Bình Trị Đông A,Quận Bình Tân,TP. Hồ Chí Minh",10.763232,106.6204712,"Phường Bình Trị Đông, Tân Hòa Đông, Ho Chi Minh City, HC 72015, Vietnam",,Phường Bình Trị Đông,,,Tân Hòa Đông,72015,,Ho Chi Minh City,Phường Bình Trị Đông,,,,Ho Chi Minh,HC,Vietnam,vn,0.2571428571428571,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 4,Phường Bình Hưng Hoà A,Quận Bình Tân,TP. Hồ Chí Minh",10.9021534,107.3191025,"Bình Tân, Vietnam",,,,,,76615,,Bình Tân,Xã Xuân Phú,0.2222222222222222,,,,,Vietnam,vn,0.1111111111111111,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
