original_address,lat,lon,formatted,name,housenumber,state,district,state_code,street,confidence_city_level,postcode,suburb,city,confidence_building_level,confidence_street_level,county,country,country_code,confidence,attribution,attribution_license,attribution_url
"đường 14,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 22,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 7,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,0.9,71006,,Ho Chi Minh City,,,,Vietnam,vn,0.45,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phan Chu Trinh,Phường 24,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,Ho Chi Minh,,HC,,,,,,,,Binh Thanh,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường 26,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,Ho Chi Minh,,HC,,,,,,,,Binh Thanh,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phan Xích Long,Phường 03,Quận Phú Nhuận,TP. Hồ Chí Minh",10.7173178,106.7268167,"03, Đường Mỹ Phú 1B, Ho Chi Minh City, 72915, Vietnam",,03,,,,Đường Mỹ Phú 1B,0.1111111111111111,72915,,Ho Chi Minh City,0.027782999999999995,0.027782999999999995,Phường Tân Mỹ,Vietnam,vn,0.027782999999999995,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường 01,Quận Gò Vấp,TP. Hồ Chí Minh",10.7961691,106.6872356,"1, Hoa Phượng, Ho Chi Minh City, HC 72210, Vietnam",,1,Ho Chi Minh,,HC,Hoa Phượng,,72210,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Tô Ngọc Vân,Phường Tam Bình,TP. Hồ Chí Minh(Mới)",10.7883116,106.6581415,"Cửa Hàng Sửa Xe Ô Tô Ngọc, 107/2, Bành Văn Trân, Ho Chi Minh City, 72117, Vietnam",Cửa Hàng Sửa Xe Ô Tô Ngọc,107/2,,,,Bành Văn Trân,,72117,,Ho Chi Minh City,,,Phường Tân Sơn Nhất,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Quốc Lộ 13,Phường 26,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,Ho Chi Minh,,HC,,,,,,,,Binh Thanh,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phó Đức Chính,Phường 01,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,Ho Chi Minh,,HC,,,,,,,,Binh Thanh,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bạch Đằng,Phường 15,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,Ho Chi Minh,,HC,,,,,,,,Binh Thanh,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Ảnh Thủ,Phường Trung Mỹ Tây,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",Quan 12,,Ho Chi Minh,,HC,,,,,,,,Quan 12,Vietnam,vn,0.08731523783929053,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Quang Trung,Phường 8,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,Ho Chi Minh,,HC,,0.2,,,Go Vap,,,Binh Thanh,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Văn Thọ,Phường 11,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,Ho Chi Minh,,HC,,0.2,,,Go Vap,,,Binh Thanh,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Văn Thọ,Phường 14,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,Ho Chi Minh,,HC,,0.2,,,Go Vap,,,Binh Thanh,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Văn Khối,Phường 8,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,Ho Chi Minh,,HC,,0.2,,,Go Vap,,,Binh Thanh,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phan Huy Ích,Phường 12,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,Ho Chi Minh,,HC,,0.2,,,Go Vap,,,Binh Thanh,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Quang Trung,Phường 10,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,Ho Chi Minh,,HC,,0.2,,,Go Vap,,,Binh Thanh,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phan Huy Ích,Phường 14,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,Ho Chi Minh,,HC,,0.2,,,Go Vap,,,Binh Thanh,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phạm Văn Chiêu,Phường 14,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,Ho Chi Minh,,HC,,0.2,,,Go Vap,,,Binh Thanh,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Quang Trung,Phường 11,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,Ho Chi Minh,,HC,,0.2,,,Go Vap,,,Binh Thanh,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Quang Trung,Phường 14,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,Ho Chi Minh,,HC,,0.2,,,Go Vap,,,Binh Thanh,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Văn Khối,Phường 11,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,Ho Chi Minh,,HC,,0.2,,,Go Vap,,,Binh Thanh,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Thông Tây Hội,TP. Hồ Chí Minh",12.86072,108.24788,"Phường Thống Nhất, DC, Vietnam",,,Dak Lak,,DC,,0.1111111111111111,,,Phường Thống Nhất,,,Buon Ho,Vietnam,vn,0.027777777777777776,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Phường Tân Hưng Thuận,Quận 12,TP. Hồ Chí Minh",20.91085355,106.3330180417995,"Phường Tân Hưng, Hải Phòng, Vietnam",,,Phường Tân Hưng,Phường Tân Hưng,,,0.2222222222222222,,,Hải Phòng,,,,Vietnam,vn,0.05555555555555555,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Bùi Quang Là,Phường 12,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,Ho Chi Minh,,HC,,0.2,,,Go Vap,,,Binh Thanh,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Văn Khương,Phường Hiệp Thành,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",Quan 12,,Ho Chi Minh,,HC,,,,,,,,Quan 12,Vietnam,vn,0.1125,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Đ. Lê Đức Thọ,Phường 13,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,Ho Chi Minh,,HC,,0.2,,,Go Vap,,,Binh Thanh,Vietnam,vn,0.015432098765432101,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hà Huy Giáp,Phường Thạnh Lộc,Quận 12,TP. Hồ Chí Minh",10.872647,106.681887,"Thạnh Lộc 12, Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,Thạnh Lộc 12,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Đ. Lê Đức Thọ,Phường 17,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,Ho Chi Minh,,HC,,0.2,,,Go Vap,,,Binh Thanh,Vietnam,vn,0.015432098765432101,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Huy Liệu,Phường 14,Quận 3,TP. Hồ Chí Minh",10.784274,106.678627,"Quan 3, Vietnam",Quan 3,,Ho Chi Minh,,HC,,,,,,,,Quan 3,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Cây Trâm,Phường 14,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,Ho Chi Minh,,HC,,0.2,,,Go Vap,,,Binh Thanh,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Phước Thành,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã An Long,TP. Hồ Chí Minh(Mới)",10.85703,106.93935821841006,"Trường Đại học Tài nguyên và Môi trường Thành phố Hồ Chí Minh (cơ sở 2), Đường Phùng Hưng, Long Đức 3, Vietnam",Trường Đại học Tài nguyên và Môi trường Thành phố Hồ Chí Minh (cơ sở 2),,,,,Đường Phùng Hưng,,,Long Đức 3,,,,Phường Tam Phước,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Số 37,Phường Tân Hưng,TP. Hồ Chí Minh(Mới)",10.785747872727612,106.7260201666534,"Road No.37, Khu phố 3, Ho Chi Minh City, 71108, Vietnam",Road No.37,,,,,Road No.37,,71108,Khu phố 3,Ho Chi Minh City,,,Phường An Khánh,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 3,Phường Tân Thuận,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 3,Phường Tân Hưng,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,0.9,71006,,Ho Chi Minh City,,,,Vietnam,vn,0.45,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trường Sa,Phường 19,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,Ho Chi Minh,,HC,,,,,,,,Binh Thanh,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nội Bộ Cư Xá Phú Lâm B,Phường 13,Quận 6,TP. Hồ Chí Minh",10.743329,106.623766,"Quan 6, Vietnam",Quan 6,,Ho Chi Minh,,HC,,,,,,,,Quan 6,Vietnam,vn,0.06741973840665871,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Long Bình,Quận 9,TP. Hồ Chí Minh",10.2717812,105.9826072,"Hostel, 14 Tháng 9, VL 85100, Vietnam",Hostel,,Vĩnh Long Province,,VL,14 Tháng 9,,85100,,,,,Phường Thanh Đức,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 32,Phường Tân Hưng,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,0.9,71006,,Ho Chi Minh City,,,,Vietnam,vn,0.45,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 53,Phường Tân Thuận,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 51,Phường Tân Hưng,TP. Hồ Chí Minh(Mới)",10.717612,106.7257621,"51, Đường Số 19, Ho Chi Minh City, 72915, Vietnam",,51,,,,Đường Số 19,,72915,,Ho Chi Minh City,,,Phường Tân Mỹ,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 79,Phường Tân Hưng,TP. Hồ Chí Minh(Mới)",10.832006,106.768444,"Đường Số 79, Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,Đường Số 79,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường 02,Quận Tân Bình,TP. Hồ Chí Minh",10.797559,106.687121,"Hoa Phượng, Ho Chi Minh City, HC 72210, Vietnam",,,Ho Chi Minh,,HC,Hoa Phượng,,72210,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Số 45,Phường Tân Thuận,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thông,Phường 09,Quận 3,TP. Hồ Chí Minh",10.784274,106.678627,"Quan 3, Vietnam",Quan 3,,Ho Chi Minh,,HC,,,,,,,,Quan 3,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phan Đăng Lưu,Phường 06,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,Ho Chi Minh,,HC,,,,,,,,Binh Thanh,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Phước,Phường 10,Quận 10,TP. Hồ Chí Minh",10.771075,106.660431,"Quan 10, Vietnam",Quan 10,,Ho Chi Minh,,HC,,,,,,,,Quan 10,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Thạnh Lộc,Quận 12,TP. Hồ Chí Minh",10.84557,106.615101,"Quán Tre, Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,Quán Tre,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Hiệp Thành 45,Phường Hiệp Thành,Quận 12,TP. Hồ Chí Minh",10.7577523,106.7005674,"12, Đường số 45, Ho Chi Minh City, HC 72800, Vietnam",,12,Ho Chi Minh,,HC,Đường số 45,,72800,,Ho Chi Minh City,0,,Quan 8,Vietnam,vn,0,,,
"Đường Lâm Thị Hố,Phường Tân Chánh Hiệp,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",Quan 12,,Ho Chi Minh,,HC,,,,,,,,Quan 12,Vietnam,vn,0.09333524849181271,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Thạnh Xuân,Quận 12,TP. Hồ Chí Minh",10.84557,106.615101,"Quán Tre, Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,Quán Tre,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Tân Thông Hội,Huyện Củ Chi,TP. Hồ Chí Minh",11.05,106.43333,"Xã Trung Hưng, HC, Vietnam",,,Ho Chi Minh,,HC,,0.09090909090909091,,,Xã Trung Hưng,,,Cu Chi,Vietnam,vn,0.022727272727272728,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Hồ Văn Long,Phường Tân Tạo,Quận Bình Tân,TP. Hồ Chí Minh",10.762488,106.58175,"Đường Hồ Văn Long, HC, Vietnam",,,Ho Chi Minh,,HC,Đường Hồ Văn Long,,,,,,,Binh Tan,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Bình Tân,TP. Hồ Chí Minh",10.9021534,107.3191025,"Bình Tân, Vietnam",,,,,,,0.2222222222222222,76615,,Bình Tân,,,Xã Xuân Phú,Vietnam,vn,0.1111111111111111,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường An Phú Đông,TP. Hồ Chí Minh",10.79968,106.7559,"Phường An Phú, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Phường An Phú,,,Quan 8,Vietnam,vn,0,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Quốc lộ 13,Phường Phú An,TP. Hồ Chí Minh(Mới)",10.866074,106.719337,"Đường Quốc lộ 13 cũ, Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,Đường Quốc lộ 13 cũ,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Loại 5,Phường Thủ Dầu Một,TP. Hồ Chí Minh(Mới)",10.9808621,106.6537419,"Thủ Dầu Một, Vietnam",,,,,,,,75106,,Thủ Dầu Một,,,Phường Thủ Dầu Một,Vietnam,vn,0.027777777777777776,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Văn Trỗi,Phường Phú Lợi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đx-043 - Đường Loại 5,Phường Bình Dương,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 5,Phường Phú Lợi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Văn Tiết,Phường Thủ Dầu Một,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Thị Trung,Phường Phú Lợi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 30 Tháng 4,Phường Thủ Dầu Một,TP. Hồ Chí Minh(Mới)",10.9877112,106.68058451378135,"Phường Phú Lợi, Vietnam",,,,,,,,75111,,,,,Phường Phú Lợi,Vietnam,vn,0.05555555555555555,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường D1,Phường Phú Lợi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Trung Đình,Phường Tây Thạnh,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Kiều Thanh Quế,Phường Tam Thắng,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Kênh 19/5,Phường Tây Thạnh,TP. Hồ Chí Minh(Mới)",10.773025,106.518945,"Đường kênh 3, HC, Vietnam",,,Ho Chi Minh,,HC,Đường kênh 3,,,,,,,Binh Chanh,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Chế Lan Viên,Phường Tây Thạnh,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Huỳnh Văn Nghệ,Phường Tân Sơn,TP. Hồ Chí Minh(Mới)",10.83184,106.6343,"Hẻm 18 Đường Huỳnh Văn Nghệ, Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,Hẻm 18 Đường Huỳnh Văn Nghệ,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Dân Chủ,Phường Tân Sơn Nhì,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bình Long,Phường Tân Sơn Nhì,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Hưng Đạo,Phường Tân Sơn Nhì,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Quốc Trinh,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Suý,Phường Tân Sơn Nhì,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đỗ Đức Dục,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.7751982,106.7040925,"Ottoman Coffee Culture, Dong Khoi Street, Saigon, Ho Chi Minh City, 71006, Vietnam",Ottoman Coffee Culture,,,Khu phố 5,,Dong Khoi Street,,71006,Saigon,Ho Chi Minh City,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đỗ Nhuận,Phường Tây Thạnh,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Sát,Phường Tân Sơn Nhì,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bác Ái,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.843208,106.764556,"Đường Bác Ái, Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,Đường Bác Ái,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Nguyễn Thị Nhỏ,Phường Tân Hòa,TP. Hồ Chí Minh(Mới)",10.754780659392134,106.65095957476277,"Đường Nguyễn Thị Nhỏ, Cholon, Ho Chi Minh City, 72415, Vietnam",Đường Nguyễn Thị Nhỏ,,,,,Đường Nguyễn Thị Nhỏ,,72415,Cholon,Ho Chi Minh City,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Đỗ Cung,Phường Tây Thạnh,TP. Hồ Chí Minh(Mới)",10.80758,106.62949,"Hẻm 50 Đường Nguyễn Đỗ Cung, Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,Hẻm 50 Đường Nguyễn Đỗ Cung,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Đình Thám,Phường Tân Sơn Nhì,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường B Khu Adc,Phường Phú Thạnh,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Quý,Phường Tân Sơn Nhì,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Ỷ Lan,Phường Tân Phú,TP. Hồ Chí Minh(Mới)",10.77674365,106.70324880088602,"Opera House, 7, Lam Son Square, Saigon, Ho Chi Minh City, 71006, Vietnam",Opera House,7,,Khu phố 5,,Lam Son Square,,71006,Saigon,Ho Chi Minh City,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
