original_address,lat,lon,formatted,housenumber,name,street,district,suburb,postcode,city,confidence_city_level,county,confidence_street_level,confidence_building_level,state,state_code,country,country_code,confidence,attribution,attribution_license,attribution_url
"Đường Thới Tam Thôn 7,Xã Thới Tam Thôn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.875,106.618554,"7, Đường Thới Tam Thôn 17, HC, Vietnam",7,,Đường Thới Tam Thôn 17,,,,,0.2222222222222222,Hoc Mon,0.19999999999999998,0,Ho Chi Minh,HC,Vietnam,vn,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Dương Đình Hội,Phường Tăng Nhơn Phú A,Quận 9,TP. Hồ Chí Minh",10.8276811,106.7813883,"thiết kế nội thất văn phòng Crystal Design TPL, 231A, Đường Dương Đình Hội, Ho Chi Minh City, 71350, Vietnam",231A,thiết kế nội thất văn phòng Crystal Design TPL,Đường Dương Đình Hội,,,71350,Ho Chi Minh City,0.1111111111111111,Phường Phước Long,0.09999999999999999,,,,Vietnam,vn,0.049999999999999996,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Cây Cám,Xã Vĩnh Lộc B,Huyện Bình Chánh,TP. Hồ Chí Minh",10.786523,106.584994,"Đường Cây Cám, HC, Vietnam",,,Đường Cây Cám,,,,,0.2,Binh Chanh,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Hiệp 9,Xã Tân Hiệp,Huyện Hóc Môn,TP. Hồ Chí Minh",9.998193,105.261549,"9, Đường tỉnh 963, KG, Vietnam",9,,Đường tỉnh 963,,,,,0.2222222222222222,Tan Hiep,0.09523809523809523,0,Kien Giang,KG,Vietnam,vn,0.04285714285714286,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường An Phú 17,Phường An Phú,TP. Hồ Chí Minh(Mới)",10.962796,106.735915,"17, Đường An Phú 17, BI, Vietnam",17,,Đường An Phú 17,,,,,,Thuan An,,0,Bin Duong,BI,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tô Ngọc Vân,Phường Thới An,Quận 12,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 14, Phường Long Bình,Phường Phước Long B,Quận 9,TP. Hồ Chí Minh",10.813252,106.7059206,"Công An Phường 26, Đường số 14, Ho Chi Minh City, 72309, Vietnam",,Công An Phường 26,Đường số 14,,,72309,Ho Chi Minh City,0.27,Phường Bình Thạnh,0.27,,,,Vietnam,vn,0.135,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 15B (Phường Phú Mỹ),Phường Tân Thuận Đông,Quận 7,TP. Hồ Chí Minh",10.75,106.7325,"Tan Thuan Dong, HC, Vietnam",,,,,,,Tan Thuan Dong,0.16666666666666666,Quan 7,,,Ho Chi Minh,HC,Vietnam,vn,0.08333333333333333,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 6B (Kdc Dương Hồng 9B4),Xã Vĩnh Lộc B,Huyện Bình Chánh,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 9A, Phường An Lạc A,Phường Bình Hưng Hoà A,Quận Bình Tân,TP. Hồ Chí Minh",10.793936,106.6103897,"Công An Phường Bình Hưng Hoà A, Tân Kỳ Tân Quý, Ho Chi Minh City, HC 71913, Vietnam",,Công An Phường Bình Hưng Hoà A,Tân Kỳ Tân Quý,,,71913,Ho Chi Minh City,0.4782969000000001,Phường Bình Hưng Hòa,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Võ Trần Chí,Xã Lê Minh Xuân,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Tan Tuc, HC, Vietnam",,,,,,,Tan Tuc,0.2,Binh Chanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Đình Kiên,Phường Tân Tạo,Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",,Binh Tan,,,,,,,Binh Tan,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Kinh Dương Vương,Phường 10,Quận 6,TP. Hồ Chí Minh",10.743329,106.623766,"Quan 6, Vietnam",,Quan 6,,,,,,,Quan 6,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đông Thạnh 5,Xã Đông Thạnh,Huyện Hóc Môn,TP. Hồ Chí Minh",10.910893,106.650022,"5, Đường Đông Thạnh 7-2, HC, Vietnam",5,,Đường Đông Thạnh 7-2,,,,,0.2222222222222222,Hoc Mon,0.18,0,Ho Chi Minh,HC,Vietnam,vn,0.09,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Liên Ấp 1-2 Bình Lợi,Xã Vĩnh Lộc A,Huyện Bình Chánh,TP. Hồ Chí Minh",10.790931,106.580354,"B12A/23F3 LIÊN ÂP 1-2, 3 Ấp 2, Đường Liên Ấp 1-2-3, Ho Chi Minh City, HC 111111, Vietnam","B12A/23F3 LIÊN ÂP 1-2, 3 Ấp 2",,Đường Liên Ấp 1-2-3,,,111111,Ho Chi Minh City,0.2,Binh Chanh,0.1458,0.07952727272727272,Ho Chi Minh,HC,Vietnam,vn,0.07952727272727274,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Láng Le Bàu Cò,Xã Tân Nhựt,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,0.2,Binh Chanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường CN10,Phường Tây Thạnh,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,,,,,Quan Tan Phu,,Tan Phu,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đường 1A, 1B, 1C, 2A, 2B, 3A, 3B, 3C, 3D, 4, 4A, 4B, 5, 5A, 5B, 5C, 6, 6A, 6B, 10, 10A, 10B, 10C, 12, 12A, 12B, 12C, 14, 14A, 14B, 14C, 14D, 14E, 14F, 16, 16A, Thuộc Khu Dân Cư Vĩnh Lộc,Phường Bình Hưng Hoà B,Quận Bình Tân,TP. Hồ Chí Minh",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,71006,Ho Chi Minh City,0.9,,,,,,Vietnam,vn,0.06428571428571428,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Võ Thị Phải,Phường Thới An,Quận 12,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 7L,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,Thu Duc,0.1111111111111111,Thu Duc,,,Ho Chi Minh,HC,Vietnam,vn,0.018091036558257244,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nhị Bình 26,Xã Nhị Bình,Huyện Hóc Môn,TP. Hồ Chí Minh",10.91185,106.658403,"26, Đường Nhị Bình 26, HC, Vietnam",26,,Đường Nhị Bình 26,,,,,0.2222222222222222,Hoc Mon,0.19999999999999998,0,Ho Chi Minh,HC,Vietnam,vn,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Quốc Lộ 1A,Phường Bình Trị Đông,Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",,Binh Tan,,,,,,,Binh Tan,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Chánh Hiệp 4,Phường Tân Chánh Hiệp,Quận 12,TP. Hồ Chí Minh",10.43943,105.623504,"4, Quản Bạch, DT, Vietnam",4,,Quản Bạch,,,,,0.3333333333333333,TP Cao Lanh,0.027777777777777776,0,Dong Thap,DT,Vietnam,vn,0.013888888888888888,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Thới Hiệp 13,Phường Tân Thới Hiệp,Quận 12,TP. Hồ Chí Minh",10.861805,106.641198,"13, Đường Tân Thời Hiệp 06, Ho Chi Minh City, HC, Vietnam",13,,Đường Tân Thời Hiệp 06,,,,Ho Chi Minh City,,Quan 8,,0,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phan Văn Hớn,Phường Tân Thới Hiệp,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,Quan 12,,,,,,,Quan 12,,,Ho Chi Minh,HC,Vietnam,vn,0.09025,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Văn Khạ,Xã An Phú,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trịnh Quang Nghị,Xã Đa Phước,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,0.2,Binh Chanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phạm Hùng,Xã Phong Phú,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,0.2,Binh Chanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bà Thiên,Xã An Nhơn Tây,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Trà Khúc,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",,Tan Binh,,,,,,,Tan Binh,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phạm Hùng (P4, P5),Phường 10,Quận 8,TP. Hồ Chí Minh",10.797559,106.687121,"Hoa Phượng, Ho Chi Minh City, HC 72210, Vietnam",,,Hoa Phượng,,,72210,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Số 12,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,Thu Duc,0.1111111111111111,Thu Duc,,,Ho Chi Minh,HC,Vietnam,vn,0.05555555555555555,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Bình,Xã Hiệp Phước,Huyện Nhà Bè,TP. Hồ Chí Minh",10.7376129,106.9451341,"Hiệp Phước, Vietnam",,,,,,76206,Hiệp Phước,,Xã Nhơn Trạch,,,,,Vietnam,vn,0.25,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Hương Lộ 11,Xã Hưng Long,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,0.2,Binh Chanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tỉnh Lộ 2,Xã Thái Mỹ,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bùi Huy Bích,Phường 12,Quận 8,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tỉnh Lộ 7,Xã Trung Lập Thượng,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 100 Bình Thới,Phường 11,Quận 11,TP. Hồ Chí Minh",10.762131,106.641724,"Quan 11, Vietnam",,Quan 11,,,,,,,Quan 11,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bà Triệu,Xã Đông Thạnh,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trương Phước Phan,Phường Bình Hưng Hòa,Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",,Binh Tan,,,,,,,Binh Tan,,,Ho Chi Minh,HC,Vietnam,vn,0.07810950208292004,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 41,Xã An Phú,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nhị Bình 15A,Xã Nhị Bình,Huyện Hóc Môn,TP. Hồ Chí Minh",10.909271,106.687093,"15a, Nhị Bình 15A, HC, Vietnam",15a,,Nhị Bình 15A,,,,,0.2222222222222222,Hoc Mon,0.19999999999999998,0,Ho Chi Minh,HC,Vietnam,vn,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Xa Lộ Đại Hàn,Phường Bình Trị Đông B,Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",,Binh Tan,,,,,,,Binh Tan,,,Ho Chi Minh,HC,Vietnam,vn,0.07810950208292004,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phạm Hùng (P4, P5),Quận 8,TP. Hồ Chí Minh",21.060195,105.8978143,"8, Kim Quan Street, Viet Hung Ward, Hanoi, HI 11810, Vietnam",8,,Kim Quan Street,,Viet Hung Ward,11810,Hanoi,0.05555555555555555,Long Bien,0.022049999999999997,0.022049999999999997,Ha Noi,HI,Vietnam,vn,0.23075581395348832,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường 14,Quận 8,TP. Hồ Chí Minh",10.78125,106.650688,"Hẻm 916/8 Lạc Long Quân, Ho Chi Minh City, HC, Vietnam",,,Hẻm 916/8 Lạc Long Quân,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Thới Hiệp 20,Phường Tân Chánh Hiệp,Quận 12,TP. Hồ Chí Minh",10.861805,106.641198,"20, Đường Tân Thời Hiệp 06, Ho Chi Minh City, HC, Vietnam",20,,Đường Tân Thời Hiệp 06,,,,Ho Chi Minh City,,Quan 8,,0,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Quốc Lộ 50,Xã Hưng Long,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,0.2,Binh Chanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Văn Khương,Xã Bà Điểm,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tùng Thiện Vương,Phường 11,Quận 8,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Dương Quang Đông,Quận 8,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lũy Bán Bích,Phường Hiệp Tân,Quận Tân Phú,TP. Hồ Chí Minh",10.781358,106.622158,"Tan Phu, Vietnam",,Tan Phu,,,,,,,Tan Phu,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thạnh Lộc 30,Phường Thạnh Lộc,Quận 12,TP. Hồ Chí Minh",10.43943,105.623504,"30, Quản Bạch, DT, Vietnam",30,,Quản Bạch,,,,,0.3333333333333333,TP Cao Lanh,0.041666666666666664,0,Dong Thap,DT,Vietnam,vn,0.01875,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trần Văn Giàu,Phường Tân Tạo A,Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",,Binh Tan,,,,,,,Binh Tan,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Thới Nhất 08,Phường Tân Thới Nhất,Quận 12,TP. Hồ Chí Minh",10.835318,106.613785,"08, Đường Tân Thới Nhất 2, HC, Vietnam",08,,Đường Tân Thới Nhất 2,,,,,0.2222222222222222,Hoc Mon,0.19999999999999998,0,Ho Chi Minh,HC,Vietnam,vn,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Các Đường Số 1A, 1B, 3A, 4B, 6C, 8, 8A, 10, 11, 13, 15, 15A, 17A, 20, 21B, 22, 24, 24A, 24B, 25B, 27, 28, 30, 32, 32A, 33, 34, 34A, 36, 41 Thuộc Khu Dân Cư Bình Trị Đông B (P. Btđb, P. An Lạc A),Phường Bình Hưng Hoà A,Quận Bình Tân,TP. Hồ Chí Minh",10.77951,106.616654,"1b, Đường Số 1A, Ho Chi Minh City, HC, Vietnam",1b,,Đường Số 1A,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đào Trí,Phường Phú Mỹ,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,,,Quan 7,,,Ho Chi Minh,HC,Vietnam,vn,0.10267089180624715,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường 15,Quận 8,TP. Hồ Chí Minh",10.78018725,106.7055550391511,"Index-Asia Vietnam, Sonatus, 15, Le Thanh Ton Street, Saigon, Ho Chi Minh City, 71006, Vietnam",15,"Index-Asia Vietnam, Sonatus",Le Thanh Ton Street,Khu phố 4,Saigon,71006,Ho Chi Minh City,,,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Song Hành,Xã Tân Xuân,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Thị Chính,Xã Phước Vĩnh An,Huyện Củ Chi,TP. Hồ Chí Minh",11.34724,106.20127,"Phuoc Tan, TN, Vietnam",,,,,,,Phuoc Tan,,Duong Minh Chau,,,Tay Ninh,TN,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Văn Tố,Phường Tân Thành,Quận Tân Phú,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường Số 8, Phường Bình Hưng Hòa,Phường Bình Hưng Hòa,Quận Bình Tân,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"đường Tam Châu,Phường Tam Bình,Quận Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường Phan Huy Ích,Phường 6,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,,Go Vap,0.2,Binh Thanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bờ Sông,Phường Tân Tạo,Quận Bình Tân,TP. Hồ Chí Minh",10.753241,106.587571,"Đường Bờ Sông, HC, Vietnam",,,Đường Bờ Sông,,,,,,Binh Tan,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Bình Phú 1,Phường 01,Quận 6,TP. Hồ Chí Minh",10.78682835,106.7027137630788,"9, Ho Chi Minh City Television (HTV channels), Ho Chi Minh City, Vietnam",9,Ho Chi Minh City Television (HTV channels),,,Ho Chi Minh City Television (HTV channels),,Ho Chi Minh City,,,,0,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đông Hưng Thuận 21,Phường Đông Hưng Thuận,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,Quan 12,,,,,,,Quan 12,,,Ho Chi Minh,HC,Vietnam,vn,0.07026384083044983,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nội Bộ Lộ Giới 10M (Khu Nhà Ở Thới An 1),Phường Thới An,Quận 12,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường Đặng Thúc Vịnh,Thị trấn Hóc Môn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 8,Phường Long Trường,Quận 9,TP. Hồ Chí Minh",10.8397,106.77093,"Quan Chin, HC, Vietnam",,,,,,,Quan Chin,0.2222222222222222,Quan 9,,,Ho Chi Minh,HC,Vietnam,vn,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Đại Nghĩa,Phường Tân Tạo,Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",,Binh Tan,,,,,,,Binh Tan,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bà Điểm,Xã Tân Nhựt,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,0.2,Binh Chanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
",Xã Tân Thông Hội,Huyện Củ Chi,TP. Hồ Chí Minh",11.05,106.43333,"Xã Trung Hưng, HC, Vietnam",,,,,,,Xã Trung Hưng,0.09090909090909091,Cu Chi,,,Ho Chi Minh,HC,Vietnam,vn,0.022727272727272728,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Dân Thắng 1,Xã Tân Thới Nhì,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Chánh Hiệp 16,Phường Tân Chánh Hiệp,Quận 12,TP. Hồ Chí Minh",10.43943,105.623504,"16, Quản Bạch, DT, Vietnam",16,,Quản Bạch,,,,,0.3333333333333333,TP Cao Lanh,0.027777777777777776,0,Dong Thap,DT,Vietnam,vn,0.013888888888888888,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường NA7,Phường Thới Hòa,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Quốc Lộ 22,Phường Trung Mỹ Tây,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Vĩnh Hội,TP. Hồ Chí Minh",13.9755484,109.2476478,"Vĩnh Hội, Gia Lai Province, Vietnam",,,,,,,Vĩnh Hội,0.2222222222222222,,,,Gia Lai Province,,Vietnam,vn,0.1111111111111111,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường 03,Quận 5,TP. Hồ Chí Minh",10.75567,106.66745,"Quan Nam, HC, Vietnam",,,,,,,Quan Nam,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Ảnh Thủ,Xã Xuân Thới Thượng,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đặng Quốc Vĩnh,Xã Thới Tam Thôn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
