original_address,lat,lon,formatted,housenumber,name,county_code,postcode,suburb,district,street,city,county,state,state_code,country,country_code,confidence_street_level,confidence_building_level,confidence,confidence_city_level,attribution,attribution_license,attribution_url
"Đường Trần Văn Chẩm,Xã Tân Thông Hội,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Liên Khu 2-10, Phường Bình Hưng Hoà A,Phường Bình Hưng Hòa,Quận Bình Tân,TP. Hồ Chí Minh",10.759973,106.613555,"Đường Liên Khu 16-18, Ho Chi Minh City, HC, Vietnam",,,,,,,Đường Liên Khu 16-18,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0.11571428571428571,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường số 14,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,,Thu Duc,Thu Duc,Ho Chi Minh,HC,Vietnam,vn,,,0.01632716049382716,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 45,Phường 14,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,,,Go Vap,Binh Thanh,Ho Chi Minh,HC,Vietnam,vn,,,0.1,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Dương Thị Mười,Phường Tân Chánh Hiệp,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,Quan 12,,,,,,,Quan 12,Ho Chi Minh,HC,Vietnam,vn,,,0.08185941043083902,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thạnh Xuân 39,Quận 12,TP. Hồ Chí Minh",10.89511,106.679433,"39, Đường Thạnh Xuân 52, HC, Vietnam",39,,,,,,Đường Thạnh Xuân 52,,Hoc Mon,Ho Chi Minh,HC,Vietnam,vn,0.19999999999999998,0,0.09999999999999999,0.2222222222222222,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Hương lộ 80,Xã Vĩnh Lộc A,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,HC,Vietnam,vn,,,0.1,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 5,Phường Tân Phong,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,,,Quan 7,Ho Chi Minh,HC,Vietnam,vn,,,0.10267089180624715,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Kênh Tân Hoá,Phường Tân Thới Hòa,Quận Tân Phú,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"đường Thống Nhất,Phường Bình Thọ,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,,Thu Duc,Thu Duc,Ho Chi Minh,HC,Vietnam,vn,,,0.017472585546307307,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Ảnh Thủ,Xã Thới Tam Thôn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Quốc Lộ 13A,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,,Thu Duc,Thu Duc,Ho Chi Minh,HC,Vietnam,vn,,,0.013493521069278647,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Phi Khanh,Phường Tân Định,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",,Quan 1,,,,,,Ho Chi Minh City,Quan 1,Ho Chi Minh,HC,Vietnam,vn,,,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Quang Đạo,Xã Bình Khánh,Huyện Cần Giờ,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Quang Trung,Phường Tân Chánh Hiệp,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,Quan 12,,,,,,,Quan 12,Ho Chi Minh,HC,Vietnam,vn,,,0.09025,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Quang Quờn,Xã Bình Khánh,Huyện Cần Giờ,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 591, Phường Tăng Nhơn Phú A,Phường Tăng Nhơn Phú A,Quận 9,TP. Hồ Chí Minh",20.9790341,105.8650357,"591, Đường Tam Trinh, Hoang Mai Ward, Hanoi, HI 11617, Vietnam",591,,,11617,Hoang Mai Ward,,Đường Tam Trinh,Hanoi,Hoan Kiem,Ha Noi,HI,Vietnam,vn,0.18,,0.162,0.2222222222222222,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Cơ,Phường  An Lạc,Quận Bình Tân,TP. Hồ Chí Minh",10.72742,106.612651,"Đường Lê Cơ, Ho Chi Minh City, HC, Vietnam",,,,,,,Đường Lê Cơ,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0.2857142857142857,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Minh Đức,Đồng Nai(Mới)",20.91971,106.1351,"Xã Minh Đức, HY, Vietnam",,,,,,,,Xã Minh Đức,My Hao,Hung Yen,HY,Vietnam,vn,,,0.6,0.6,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Nguyễn Văn Khạ,Xã Nhuận Đức,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Thới Hiệp 8,Phường Tân Thới Hiệp,Quận 12,TP. Hồ Chí Minh",10.861805,106.641198,"8, Đường Tân Thời Hiệp 06, Ho Chi Minh City, HC, Vietnam",8,,,,,,Đường Tân Thời Hiệp 06,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đê Số 4,Xã Tân Nhựt,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,HC,Vietnam,vn,,,0.1,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Kênh 10 (Bờ Phải),Xã Lê Minh Xuân,Huyện Bình Chánh,TP. Hồ Chí Minh",10.773025,106.518945,"10, Đường kênh 3, HC, Vietnam",10,,,,,,Đường kênh 3,,Binh Chanh,Ho Chi Minh,HC,Vietnam,vn,0.18000000000000002,0,0.09000000000000001,0.2,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Kênh 3 (Bờ Phải),Xã Bình Lợi,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,HC,Vietnam,vn,,,0.1,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Vĩnh Lộc A,Xã Vĩnh Lộc A,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,HC,Vietnam,vn,,,0.1,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Quốc Lộ 1A,Phường Bình Hưng Hoà B,Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",,Binh Tan,,,,,,,Binh Tan,Ho Chi Minh,HC,Vietnam,vn,,,0.09039256198347106,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trương Văn Thành,Phường Hiệp Phú,Quận 9,TP. Hồ Chí Minh",10.8453653,106.782065,"Công an phường Hiệp Phú, Truong Van Thanh, Khu phố 3, Ho Chi Minh City, 71300, Vietnam",,Công an phường Hiệp Phú,,71300,Khu phố 3,,Truong Van Thanh,Ho Chi Minh City,Phường Tăng Nhơn Phú,,,Vietnam,vn,,,0.5314410000000002,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phùng Tá Chu,Phường  An Lạc,Quận Bình Tân,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Cầu Xây 2,Phường Tân Phú,Quận 9,TP. Hồ Chí Minh",10.8397,106.77093,"Quan Chin, HC, Vietnam",,,,,,,,Quan Chin,Quan 9,Ho Chi Minh,HC,Vietnam,vn,,,0.05555555555555555,0.2222222222222222,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Trọng Tấn,Phường Tân Thành,Quận Tân Phú,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Nguyễn Thị Pha,Xã Đông Thạnh,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Tam Hà,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,,Thu Duc,Thu Duc,Ho Chi Minh,HC,Vietnam,vn,,,0.05555555555555555,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 12B,Xã Tân Phú Trung,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tô Ngọc Vân,Phường 15,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,,,Go Vap,Binh Thanh,Ho Chi Minh,HC,Vietnam,vn,,,0.1,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Số 808,Phường Linh Tây,Quận Thủ Đức,TP. Hồ Chí Minh",10.84333,106.75167,"Linh Dong, HC, Vietnam",,,,,,,,Linh Dong,Thu Duc,Ho Chi Minh,HC,Vietnam,vn,,,0.08930249999999999,0.35720999999999997,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thới Tứ 1,Xã Thới Tam Thôn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.896088,106.605976,"1, Đường Thới Tứ 1, HC, Vietnam",1,,,,,,Đường Thới Tứ 1,,Hoc Mon,Ho Chi Minh,HC,Vietnam,vn,0.19999999999999998,0,0.09999999999999999,0.2222222222222222,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 14, Phường Long Bình,Phường Phước Long A,Quận 9,TP. Hồ Chí Minh",10.813252,106.7059206,"Công An Phường 26, Đường số 14, Ho Chi Minh City, 72309, Vietnam",,Công An Phường 26,,72309,,,Đường số 14,Ho Chi Minh City,Phường Bình Thạnh,,,Vietnam,vn,0.27,,0.135,0.27,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Xa Lộ Hà Nội,Phường Hiệp Phú,Quận 9,TP. Hồ Chí Minh",10.8397,106.77093,"Quan Chin, HC, Vietnam",,,,,,,,Quan Chin,Quan 9,Ho Chi Minh,HC,Vietnam,vn,,,0.1111111111111111,0.2222222222222222,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thạnh Xuân 14,Phường Thạnh Xuân,Quận 12,TP. Hồ Chí Minh",10.89511,106.679433,"14, Đường Thạnh Xuân 52, HC, Vietnam",14,,,,,,Đường Thạnh Xuân 52,,Hoc Mon,Ho Chi Minh,HC,Vietnam,vn,0.19999999999999998,0,0.09999999999999999,0.2222222222222222,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tỉnh Lộ 2,Xã Phước Thạnh,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 4B,Xã Đa Phước,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,HC,Vietnam,vn,,,0.1,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Bình,Xã Phú Xuân,Huyện Nhà Bè,TP. Hồ Chí Minh",10.6737604,106.7342134,"UBND Huyện Nhà Bè, Nguyễn Bình, Nhà Bè, Vietnam",,UBND Huyện Nhà Bè,,,,,Nguyễn Bình,Nhà Bè,Xã Nhà Bè,,,Vietnam,vn,0.03333333333333333,,0.3,0.1111111111111111,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 400, Phường Tân Phú,Phường Tân Phú,Quận 9,TP. Hồ Chí Minh",10.781358,106.622158,"Tan Phu, Vietnam",,Tan Phu,,,,,,,Tan Phu,Ho Chi Minh,HC,Vietnam,vn,,,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phan Đăng Lưu,Phường 14,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",,Binh Thanh,,,,,,,Binh Thanh,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phan Văn Bảy,Xã Hiệp Phước,Huyện Nhà Bè,TP. Hồ Chí Minh",10.7376129,106.9451341,"Hiệp Phước, Vietnam",,,,76206,,,,Hiệp Phước,Xã Nhơn Trạch,,,Vietnam,vn,,,0.25,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Quý Yêm,Phường  An Lạc,Quận Bình Tân,TP. Hồ Chí Minh",10.72278,106.60472,"An Lac, HC, Vietnam",,,,,,,,An Lac,Binh Chanh,Ho Chi Minh,HC,Vietnam,vn,,,0.1,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đông Thạnh 1-3,Xã Đông Thạnh,Huyện Hóc Môn,TP. Hồ Chí Minh",10.910893,106.650022,"Đường Đông Thạnh 7-2, HC, Vietnam",,,,,,,Đường Đông Thạnh 7-2,,Hoc Mon,Ho Chi Minh,HC,Vietnam,vn,0.18,,0.09,0.2222222222222222,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phạm Thị Giây,Xã Thới Tam Thôn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Kênh Tân Hoá,Phường Hòa Thạnh,Quận Tân Phú,TP. Hồ Chí Minh",10.781358,106.622158,"Tan Phu, Vietnam",,Tan Phu,,,,,,,Tan Phu,Ho Chi Minh,HC,Vietnam,vn,,,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 12B,Xã Phú Hòa Đông,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 12B,Xã Bình Mỹ,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tỉnh Lộ 8,Xã Tân Thạnh Tây,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Võ Văn Bích,Xã Tân Thạnh Đông,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0.075,0.15,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Nị,Xã Phước Hiệp,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 12B,Xã Hòa Phú,Huyện Củ Chi,TP. Hồ Chí Minh",10.963696,106.592467,"Đường Bến Đường Cát, HC, Vietnam",,,,,,,Đường Bến Đường Cát,,Cu Chi,Ho Chi Minh,HC,Vietnam,vn,0.81,,0.44021739130434784,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Gò Nổi,Phường Phú Hữu,Quận 9,TP. Hồ Chí Minh",10.71667,106.78333,"Phu Huu, Vietnam",,,,,,,,Phu Huu,,,,Vietnam,vn,,,0.5,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đông Hưng Thuận 42,Phường Đông Hưng Thuận,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,Quan 12,,,,,,,Quan 12,Ho Chi Minh,HC,Vietnam,vn,,,0.07026384083044983,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trung Mỹ Tây 2A,Phường Trung Mỹ Tây,Quận 12,TP. Hồ Chí Minh",10.864638,106.609374,"2a, Đường Trung Mỹ Tây 1, Ho Chi Minh City, HC, Vietnam",2a,,,,,,Đường Trung Mỹ Tây 1,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thạnh Lộc 27,Phường Thạnh Lộc,Quận 12,TP. Hồ Chí Minh",10.43943,105.623504,"27, Quản Bạch, DT, Vietnam",27,,,,,,Quản Bạch,,TP Cao Lanh,Dong Thap,DT,Vietnam,vn,0.041666666666666664,0,0.01875,0.3333333333333333,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 409,Xã Phước Vĩnh An,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đại Lộ 3, Phường Phước Bình,Phường Phước Bình,Quận 9,TP. Hồ Chí Minh",10.778099948649716,106.70464153180284,"HCMC Metro Line 1 (Ben Thanh - Suoi Tien Section), 3, Le Loi Boulevard, Ho Chi Minh City, 71009, Vietnam",3,HCMC Metro Line 1 (Ben Thanh - Suoi Tien Section),,71009,,Khu phố 8,Le Loi Boulevard,Ho Chi Minh City,Phường Bến Thành,,,Vietnam,vn,,0,0,0.2222222222222222,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Đức Thọ,Phường 17,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,,,Go Vap,Binh Thanh,Ho Chi Minh,HC,Vietnam,vn,,,0.1,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường 12,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",,Binh Thanh,,,,,,,Binh Thanh,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Các Đường Số 1A, 1B, 3A, 4B, 6C, 8, 8A, 10, 11, 13, 15, 15A, 17A, 20, 21B, 22, 24, 24A, 24B, 25B, 27, 28, 30, 32, 32A, 33, 34, 34A, 36, 41 Thuộc Khu Dân Cư Bình Trị Đông B (P. Btđb, P. An Lạc A),Phường  An Lạc,Quận Bình Tân,TP. Hồ Chí Minh",10.77951,106.616654,"1b, Đường Số 1A, Ho Chi Minh City, HC, Vietnam",1b,,,,,,Đường Số 1A,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Bùi Thị Điệt,Xã Phạm Văn Cội,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Văn Khương,Xã Đông Thạnh,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Song Hành Quốc Lộ 22,Thị trấn Hóc Môn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Huỳnh Tịnh Của,Phường Võ Thị Sáu,Quận 3,TP. Hồ Chí Minh",10.784274,106.678627,"Quan 3, Vietnam",,Quan 3,,,,,,,Quan 3,Ho Chi Minh,HC,Vietnam,vn,,,0.06741973840665871,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Hiệp 29,Xã Tân Hiệp,Huyện Hóc Môn,TP. Hồ Chí Minh",11.303703,106.179755,"29, Đường 29 - 29, TN, Vietnam",29,,,,,,Đường 29 - 29,,Duong Minh Chau,Tay Ninh,TN,Vietnam,vn,,0,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Ấp Mới 1,Xã Tân Xuân,Huyện Hóc Môn,TP. Hồ Chí Minh",10.875972,106.606048,"1, Đường 04 Ấp Mới 1, HC, Vietnam",1,,,,,,Đường 04 Ấp Mới 1,,Hoc Mon,Ho Chi Minh,HC,Vietnam,vn,0.18,0,0.09,0.2222222222222222,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Linh Đông,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,,Thu Duc,Thu Duc,Ho Chi Minh,HC,Vietnam,vn,,,0.014350043402777776,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường số 19,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,,Thu Duc,Thu Duc,Ho Chi Minh,HC,Vietnam,vn,,,0.01632716049382716,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 8, Phường Tăng Nhơn Phú A - Phường Tăng Nhơn Phú B,Phường Trường Thạnh,Quận 9,TP. Hồ Chí Minh",10.8049558,106.7147715,"Cà Phê Trúc Xinh, 94/8, Đường D3, Ho Chi Minh City, HC 71108, Vietnam",94/8,Cà Phê Trúc Xinh,,71108,,,Đường D3,Ho Chi Minh City,Phường Thạnh Mỹ Tây,Ho Chi Minh,HC,Vietnam,vn,,,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Hữu Trí,Xã An Phú Tây,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,HC,Vietnam,vn,,,0.1,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 16 (Kdc Bình Hưng),Xã Phong Phú,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,HC,Vietnam,vn,,,0.1,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bùi Hữu Nghĩa,Phường 13,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",,Binh Thanh,,,,,,,Binh Thanh,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Liêm,Xã Phong Phú,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,HC,Vietnam,vn,,,0.1,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Đa Phước,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Tan Tuc, HC, Vietnam",,,,,,,,Tan Tuc,Binh Chanh,Ho Chi Minh,HC,Vietnam,vn,,,0.12380952380952381,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Văn Lương,Xã Hiệp Phước,Huyện Nhà Bè,TP. Hồ Chí Minh",10.7376129,106.9451341,"Hiệp Phước, Vietnam",,,,76206,,,,Hiệp Phước,Xã Nhơn Trạch,,,Vietnam,vn,,,0.25,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thạnh Xuân 33,Phường Thới An,Quận 12,TP. Hồ Chí Minh",10.89511,106.679433,"33, Đường Thạnh Xuân 52, HC, Vietnam",33,,,,,,Đường Thạnh Xuân 52,,Hoc Mon,Ho Chi Minh,HC,Vietnam,vn,0.19999999999999998,0,0.09999999999999999,0.2222222222222222,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
